id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23867310,3 ROOM (2BR) APARTMENT Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37754,8.51455,Entire home/apt,199,1,328,2024-11-30,3.98,11,54,46,
23868386,### LUXURY City-Apartment ###,71504709,Jens,Kreis 7,Hottingen,47.36746,8.5577,Entire home/apt,,2,142,2021-01-01,1.72,1,0,0,
23890113,Zurich chic loft perfect for business or leisure,179524544,Rachelle,Kreis 6,Unterstrass,47.40103,8.54434,Entire home/apt,109,4,66,2024-12-14,0.81,1,258,11,
24054809,Stadt Zürich- Kleines Studio Albisriederplatz 4102,19610180,Rossana,Kreis 3,Sihlfeld,47.37912,8.50647,Entire home/apt,83,1,307,2024-10-05,3.75,19,341,19,
24078602,"Zurich - easy,  convenient, cosy!",6238643,Bernadette,Kreis 10,Höngg,47.40326,8.49505,Private room,54,4,10,2024-07-29,0.13,1,59,1,
24193619,"Zentrale, moderne Attikawohnung mit Dachterrrassen",142597918,Micaela,Kreis 11,Oerlikon,47.40875,8.54568,Entire home/apt,170,3,20,2024-06-12,0.25,1,51,1,
24256245,Room in Kreis 3,8410320,André,Kreis 3,Alt-Wiedikon,47.3686,8.51094,Private room,97,7,5,2024-07-21,0.07,1,87,1,
24366384,"Erleben Sie Zürich, Apart. 03",84830246,Bandula,Kreis 4,Langstrasse,47.38221,8.52827,Entire home/apt,,1,94,2020-03-01,1.15,6,0,0,
24433771,Watch Sunrises From an Apartment in a Century-Old Mansion,104788688,Beat,Kreis 10,Höngg,47.40451,8.48587,Entire home/apt,390,2,148,2024-12-28,1.84,2,288,50,
24515415,"Zentral in der Limmatstadt Zürich,  Apart. 01",84830246,Bandula,Kreis 4,Langstrasse,47.38172,8.52865,Entire home/apt,,1,64,2020-10-02,0.80,6,0,0,
24566855,"Erlebe die Vielfalt von Zürich,  Apart. 04",84830246,Bandula,Kreis 5,Gewerbeschule,47.38363,8.52889,Entire home/apt,,1,70,2020-03-06,0.86,6,0,0,
24688807,Room 2 Double room with a balcony,40667302,Peter/Engin,Kreis 7,Fluntern,47.37957,8.56016,Private room,150,1,12,2024-08-03,0.15,14,362,1,
24744786,Very spacious studio with balcony (Parkview 2),23561865,Dimi,Kreis 7,Hottingen,47.36611,8.55402,Entire home/apt,128,2,113,2024-09-30,1.42,115,0,13,
24768262,Comfort apartment in Zurich. Close to tram.,47315876,Jakub,Kreis 9,Albisrieden,47.36939,8.49282,Entire home/apt,,6,24,2022-09-26,0.30,1,0,0,
24787409,Room for 2 in Apartment near the lake.,17781166,Moeen,Kreis 2,Wollishofen,47.34081,8.52944,Private room,96,1,1,2018-09-16,0.01,1,179,0,
24802237,"bright,modern & spacious room in the heartofZürich",12150076,Debi,Kreis 7,Hirslanden,47.3642,8.55754,Private room,62,7,11,2024-09-14,0.14,1,125,6,
24878068,"Short-term apartment, two blocks from Lake Zurich",126275617,C,Kreis 8,Weinegg,47.36287,8.55725,Entire home/apt,,30,5,2021-07-27,0.11,1,0,0,
24878943,2.5 room perfectly located and fully equipped,1148352,Yilmaz,Kreis 10,Höngg,47.40411,8.48395,Entire home/apt,,30,5,2018-12-21,0.06,1,0,0,
24925488,Comfortable room in Zurich - Oerlikon,186399063,Josie,Kreis 11,Oerlikon,47.41257,8.54556,Private room,129,3,4,2019-09-06,0.05,2,362,0,
25072390,3 Room Flat in Zürich‘s top central location,163720139,Daniel,Kreis 7,Hirslanden,47.36388,8.55985,Entire home/apt,200,2,134,2024-11-17,1.93,1,170,34,
25182723,Stadt Zürich- gemütliches Zimmer (4),19610180,Rossana,Kreis 9,Altstetten,47.38105,8.48223,Private room,55,30,23,2024-01-23,0.30,19,273,3,
25222128,"Geniessen Sie die Vielfalt von Zürich,  Apart. 02",84830246,Bandula,Kreis 5,Gewerbeschule,47.38206,8.52983,Entire home/apt,,2,3,2019-09-19,0.04,6,0,0,
25405835,"Cozy room, nice mountain’s view & relax atmosphere",8053883,Marie,Kreis 7,Hirslanden,47.36092,8.56649,Private room,61,19,68,2024-11-09,0.85,2,71,8,
25424250,Nice room. Close to Irchel Uni.,191920583,Henri,Kreis 6,Unterstrass,47.39394,8.54045,Private room,75,2,13,2024-10-09,0.16,1,28,6,
25436446,"Cosy, beautiful room. Suitable for home office.",14673570,Paula,Kreis 9,Altstetten,47.3884,8.48232,Private room,69,1,46,2024-11-30,1.13,2,164,14,
25651402,Loft Wohnung  mit Terasse,6251051,Leona,Kreis 8,Seefeld,47.35846,8.55174,Entire home/apt,277,1,46,2024-10-05,0.58,1,233,12,
25716104,"Zürich wartet auf Sie, Apart. 05",84830246,Bandula,Kreis 4,Langstrasse,47.38191,8.52821,Entire home/apt,,1,95,2020-03-17,1.19,6,0,0,
25878304,Cozy room in Zürich,193189750,Jelena,Kreis 3,Friesenberg,47.36876,8.50527,Private room,,1,47,2023-11-15,0.59,1,0,0,
25995484,"Romantic garden view, calm & stylish",9220328,Duri,Kreis 6,Oberstrass,47.391,8.5478,Entire home/apt,98,3,174,2024-12-13,2.18,3,278,26,
26006157,"Historic, calm & stylish",9220328,Duri,Kreis 6,Oberstrass,47.391,8.5478,Entire home/apt,82,3,137,2024-12-01,1.72,3,286,34,
26046317,Suite in Private Apartment near Zurich Bellevue,2769325,Simon,Kreis 8,Seefeld,47.35613,8.55407,Private room,,2,154,2024-09-04,1.94,1,0,6,
26142789,Best address in quiet area with great views (F/W1),13570663,Christian Robert,Kreis 1,Lindenhof,47.37227,8.54094,Entire home/apt,99,3,56,2024-12-23,0.71,40,346,14,
26195945,"Zurich Old Town, Studio - exclusive",58977221,Trudi,Kreis 1,Rathaus,47.36939,8.54563,Private room,155,2,76,2024-09-06,0.97,2,139,4,
26223531,beautiful big Private room,197027500,Anouar,Kreis 7,Hirslanden,47.36095,8.56236,Private room,,20,50,2024-10-31,0.63,1,9,5,
26364880,Stylish & spacious studio close to Kunsthaus & ETH,198265997,Mia,Kreis 7,Hottingen,47.37076,8.55216,Entire home/apt,160,2,2,2023-04-27,0.08,10,360,0,
26414826,Central & cosy apartment in calm area,198265997,Mia,Kreis 7,Hottingen,47.36595,8.55036,Entire home/apt,149,3,5,2023-12-10,0.07,10,107,0,
26417842,Cosy & quiet studio in peaceful area,198265997,Mia,Kreis 7,Hottingen,47.36593,8.55072,Entire home/apt,149,2,6,2024-11-08,0.08,10,104,1,
26524803,Room 5 min from Oerlikon train station,178534905,Nana,Kreis 11,Affoltern,47.41633,8.5294,Private room,60,1,16,2024-08-11,0.26,1,3,7,
26702871,newly renovated apartment in the heart of Zurich,12569223,Felix,Kreis 10,Wipkingen,47.39434,8.53226,Entire home/apt,300,20,0,,,1,363,0,
26703120,Stylish Apartment on restaurant street yet quiet,185739676,Chinedu Osben,Kreis 5,Gewerbeschule,47.3842,8.52824,Entire home/apt,,13,9,2021-06-05,0.15,1,0,0,
26703294,B&BVillaZurichberg,94601949,Judy,Kreis 7,Hottingen,47.37624,8.56742,Entire home/apt,970,1,258,2024-09-01,3.29,5,173,16,
26765894,Spacious modern loft near the center,13725268,Sara,Kreis 5,Escher Wyss,47.38838,8.51564,Entire home/apt,122,2,2,2024-11-27,0.90,1,91,2,
26812516,Cosy room in a loft with a terrace and own balcony,13365928,Maher,Kreis 2,Enge,47.36055,8.52684,Private room,,1,96,2024-10-31,1.24,3,0,10,
26954275,Cosy Zurich studio,11254267,Sabrina,Kreis 2,Enge,47.35972,8.5283,Entire home/apt,,2,14,2024-09-20,1.15,1,0,14,
26954506,"2 Room flat, nice and quiet with balcony",3708465,Jan,Kreis 3,Alt-Wiedikon,47.3646,8.51839,Entire home/apt,57,19,3,2024-11-01,0.05,1,31,1,
27106373,Peaceful and close to the city center 5 min away,135091719,Luwi,Kreis 10,Wipkingen,47.3929,8.53221,Entire home/apt,99,5,7,2023-09-16,0.10,1,87,0,
27144951,Brandnew studio-suite with balcony,13570663,Christian Robert,Kreis 8,Seefeld,47.3574,8.55399,Entire home/apt,126,3,145,2024-12-01,1.89,40,344,19,
27151703,"Cosy, perfectly located Flat in Zürich-Wiedikon",19724612,Tania,Kreis 3,Alt-Wiedikon,47.36926,8.51419,Entire home/apt,,7,2,2019-09-24,0.03,1,0,0,
27223887,cosy apartment between city center and airport,45426252,Mike,Kreis 11,Affoltern,47.4125,8.52423,Entire home/apt,119,1,7,2022-06-29,0.11,1,89,0,
27329991,Modern & cosy,90183625,Christos,Kreis 3,Sihlfeld,47.37516,8.515112,Entire home/apt,180,3,20,2023-08-31,0.45,1,147,0,
27400610,City Centre Spacious Studio Apartment E28,15038541,Cher.,Kreis 4,Werd,47.3737149,8.5219012,Entire home/apt,119,1,440,2024-12-24,5.66,16,214,88,
27412907,2 room (1BR) flat Zurich City,34541936,Strahinja,Kreis 4,Hard,47.37955,8.51479,Entire home/apt,154,1,371,2024-12-23,4.76,11,41,80,
27497241,Beautiful Apartment in Zürich,6259816,Sebastian,Kreis 10,Wipkingen,47.39597,8.52329,Entire home/apt,,2,22,2024-06-30,0.29,1,0,2,
27519163,"Neue moderne 2.5 Zimmer Wohnung, inkl. Parkplatz",80190516,Pascal,Kreis 11,Seebach,47.42487,8.54513,Entire home/apt,150,4,7,2024-11-03,0.09,1,7,1,
27595070,N5 Apartment in the heart of Zurich,12886487,Stephanie,Kreis 1,Rathaus,47.37432,8.54336,Entire home/apt,163,1,89,2024-12-12,1.32,98,341,25,
27596262,ZH Tiger - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38478,8.4922,Entire home/apt,,1,8,2023-07-15,0.11,98,295,0,
27596263,ZH Tiger I - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38554,8.49315,Entire home/apt,93,1,6,2024-09-21,0.08,98,291,2,
27596264,ZH Tiger II - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38537,8.49383,Entire home/apt,,1,2,2021-11-18,0.04,98,0,0,
27596266,ZH Jaguar - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38505,8.49212,Entire home/apt,97,1,12,2022-10-26,0.16,98,235,0,
27596267,ZH Tiger III - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.3861,8.49216,Entire home/apt,93,1,4,2024-08-04,0.06,98,274,1,
27596269,ZH Jaguar I - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38683,8.49384,Entire home/apt,97,1,3,2024-11-01,0.13,98,300,2,
27596270,ZH Jaguar III - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38504,8.49306,Entire home/apt,,1,5,2024-08-28,0.08,98,0,3,
27596271,ZH Jaguar II - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38487,8.49385,Entire home/apt,97,1,10,2023-05-23,0.13,98,91,0,
27596273,ZH Lion - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.3863,8.49256,Entire home/apt,101,1,21,2023-12-27,0.28,98,60,0,
27596274,ZH Lion I - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38551,8.49346,Entire home/apt,101,1,6,2024-01-05,0.09,98,152,2,
27596275,ZH Lion II - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38516,8.49245,Entire home/apt,,1,0,,,98,0,0,
27596279,ZH Lion III - Altstetten HITrental Apartment,12886487,Stephanie,Kreis 9,Altstetten,47.38547,8.49205,Entire home/apt,101,1,3,2024-09-25,0.31,98,212,3,
27607825,"Centrally located, Spacious Modern Apartment",67017419,Himanshu And Vishvala,Kreis 10,Höngg,47.39916,8.50557,Entire home/apt,364,3,47,2023-07-18,0.61,1,33,0,
27655386,Villa Kunterbunt,208638787,Ursula,Kreis 11,Oerlikon,47.40755,8.53746,Private room,240,1,2,2024-07-10,0.07,1,180,1,
27833401,Cozy room with nice view & relax atmosphere,8053883,Marie,Kreis 7,Hirslanden,47.36021,8.56973,Private room,60,19,91,2024-12-23,1.18,2,50,10,
27841494,Zürich Wohnung,210237775,Karin,Kreis 9,Altstetten,47.38772,8.48646,Entire home/apt,116,2,11,2024-09-01,0.14,1,83,3,
27890435,Cheapest bed in Zürich,13161605,Jakub Henryk,Kreis 11,Affoltern,47.416521650797485,8.507712376836865,Entire home/apt,133,1,15,2024-12-24,0.20,1,6,10,
27894926,Gästezimmer in Zürich Oerlikon,108241939,Olivier,Kreis 12,Saatlen,47.41465,8.56029,Private room,,1,25,2020-11-18,0.33,1,0,0,
27898567,Queenroom with Balcony&Lakeview,94601949,Judy,Kreis 7,Fluntern,47.37672,8.56673,Private room,141,1,37,2024-11-15,0.48,5,174,10,
27913090,make yourself at home in the middle of Zürich,74862421,Sabrina,Kreis 5,Gewerbeschule,47.38495,8.52821,Private room,95,5,13,2023-12-24,0.52,1,273,0,
27986363,Beautiful room in a loft in the middle of Zurich,13365928,Maher,Kreis 2,Enge,47.3619,8.52566,Private room,80,2,107,2024-12-14,1.39,3,4,21,
28061232,"Close to public transportation, convenient (2.)",3592245,Fabio,Kreis 6,Unterstrass,47.39961,8.54107,Private room,53,21,20,2024-09-06,0.28,4,92,7,
28196760,large and modern apartment in the heart of Zurich!,7968465,Mirjam,Kreis 4,Langstrasse,47.37796,8.52176,Entire home/apt,,4,27,2023-07-28,0.35,1,0,0,
28234456,Family Suite 44qm ²  (3.3),13570663,Christian Robert,Kreis 8,Seefeld,47.3588,8.55338,Entire home/apt,137,3,118,2024-12-21,1.62,40,361,38,
28272792,Doubleroom with Lakeview,94601949,Judy,Kreis 7,Fluntern,47.37645,8.56579,Private room,152,1,109,2024-12-13,1.42,5,358,13,
28284155,"1.5 Zimmer WG im Zentrum von Zürich, Stauffacher",9179543,Dein,Kreis 4,Langstrasse,47.37375,8.52946,Private room,250,2,3,2019-07-16,0.04,1,83,0,
28426226,Executive 2 BD flat / city center (Hösch 5),23561865,Dimi,Kreis 8,Seefeld,47.35668,8.55389,Entire home/apt,288,2,108,2024-10-11,1.47,115,43,10,
28428989,Balcony Suite in the City (SH-2.4R),25291258,Delta,Kreis 11,Oerlikon,47.40212,8.54613,Entire home/apt,133,1,38,2024-12-14,0.57,38,248,12,
28445279,Boutique Studio at best area (2.1),13570663,Christian Robert,Kreis 8,Seefeld,47.35731,8.55337,Private room,113,3,91,2024-10-07,1.19,40,363,11,
28484637,"Sunny, central and peaceful home at the river",5217107,Emre,Kreis 10,Wipkingen,47.38853,8.53419,Entire home/apt,,4,5,2021-08-19,0.07,1,0,0,
28607214,Zimmer mit eigenem DuschBad / room with  bath,2904606,Sigrid,Kreis 7,Hottingen,47.36875,8.55794,Private room,89,5,29,2024-10-31,0.38,1,157,8,
28620125,Family Royal Suite 44m2 at the best area 3.3,13570663,Christian Robert,Kreis 8,Seefeld,47.35765,8.55316,Entire home/apt,127,3,114,2024-12-22,1.50,40,358,27,
28679682,Executive 1BD flat / city center (Hösch 2),23561865,Dimi,Kreis 8,Seefeld,47.35733,8.55358,Entire home/apt,176,2,34,2024-11-25,0.45,115,0,8,
28681766,Very spacious studio / city center (Parkview 4),23561865,Dimi,Kreis 7,Hottingen,47.36728,8.55366,Entire home/apt,128,2,59,2024-12-23,0.78,115,19,7,
28701312,Suite at the best area (2.2),13570663,Christian Robert,Kreis 8,Seefeld,47.35932,8.55257,Entire home/apt,113,3,132,2024-12-22,1.74,40,359,23,
28727397,Loft with view over Zurich,101573780,Michael,Kreis 9,Altstetten,47.38873,8.49345,Entire home/apt,,8,45,2024-08-12,0.59,1,0,4,
28766337,Boutique suite at the best area of Zürich (3.2),13570663,Christian Robert,Kreis 8,Mühlebach,47.35885,8.5535,Entire home/apt,106,3,137,2024-12-11,1.81,40,350,24,
28792518,Junior Suite in a prime location (3.1.),13570663,Christian Robert,Kreis 8,Mühlebach,47.35796,8.55425,Entire home/apt,109,3,118,2024-12-05,1.57,40,362,11,
28848808,kleine Auszeit nahe am ETH Hönggerberg/Kieferberg,216926855,Osaro,Kreis 11,Affoltern,47.41191,8.51615,Private room,59,5,75,2024-12-06,2.08,1,125,15,
28884429,Apartment with balcony (4.2),13570663,Christian Robert,Kreis 8,Seefeld,47.35732,8.55337,Entire home/apt,104,3,137,2024-10-29,1.85,40,331,19,
28909599,Junior Suite at the trend area of Zürich (5.2),13570663,Christian Robert,Kreis 8,Seefeld,47.35899,8.55263,Entire home/apt,112,3,102,2024-10-09,1.37,40,351,14,
28944839,Suite Zurichberg,94601949,Judy,Kreis 7,Fluntern,47.37666,8.56607,Private room,240,2,31,2024-11-21,0.41,5,174,3,
29009793,Comfortable apartment with view on Lake Zurich,1159284,Sven,Kreis 8,Weinegg,47.35425,8.56222,Entire home/apt,158,5,25,2024-10-12,0.33,1,25,3,
29050050,Family Royal Suite with balcony with balcony 4.3,13570663,Christian Robert,Kreis 8,Seefeld,47.35785,8.55283,Entire home/apt,139,3,151,2024-12-12,1.99,40,358,24,
29142984,"Central Loft w. sauna, garden and private parking",19785049,Harm,Kreis 3,Sihlfeld,47.37967,8.50604,Entire home/apt,140,2,266,2024-12-25,4.75,2,328,51,
29150595,Optimum Old Rose Studio,22513551,Optimum,Kreis 3,Friesenberg,47.35968,8.49732,Entire home/apt,122,7,30,2023-07-03,0.41,28,0,0,
29182814,moderne Unterkunft im lebhaften Stadtzentrum,12341186,Maria,Kreis 4,Werd,47.37051,8.52837,Private room,78,2,241,2024-12-28,3.20,1,66,81,
29212259,Alhambra - close to the city and nature,119109136,Claudio,Kreis 9,Albisrieden,47.36698,8.49411,Entire home/apt,59,3,161,2024-12-25,2.14,1,62,33,
29232857,Optimum Petrol Blue Studio,22513551,Optimum,Kreis 3,Friesenberg,47.358791,8.49792,Entire home/apt,145,5,32,2023-11-01,0.43,28,333,0,
29247978,Optimum Silver Studio,22513551,Optimum,Kreis 3,Friesenberg,47.35969,8.49837,Entire home/apt,184,1,17,2020-04-30,0.24,28,0,0,
29293306,Lovely room in the most charming flat in Zürich :),12943781,Katrin,Kreis 5,Escher Wyss,47.39032,8.52249,Private room,,2,20,2024-04-18,0.27,2,0,2,
29362212,"Zürich Kreis 5, Prime Tower Umgebung",202944853,Eluard,Kreis 5,Escher Wyss,47.38743,8.51414,Entire home/apt,235,4,41,2024-09-30,0.55,2,363,8,
29404842,Loftstudio,13570663,Christian Robert,Kreis 8,Seefeld,47.35748,8.55412,Entire home/apt,128,3,91,2024-10-07,1.21,40,362,11,
29583087,TOP-Lage - Wohnung am See mit Balkon+Arbeitsplatz,146785283,Martin,Kreis 8,Seefeld,47.35677,8.55506,Entire home/apt,77,3,6,2024-12-19,0.17,1,50,3,
29655342,Cozy studio with great city and lake connections,100886524,David,Kreis 3,Sihlfeld,47.38015,8.50234,Entire home/apt,104,3,222,2024-12-21,2.97,1,124,50,
29692684,Nice 2.5 Maisonette in Zürich in a quit area,20462872,Irina,Kreis 11,Affoltern,47.42027,8.50573,Entire home/apt,,2,10,2021-04-28,0.14,1,0,0,
29769890,Cosy room in Zurich,19395155,Laurence,Kreis 2,Enge,47.36172,8.52793,Private room,9840,1,4,2018-12-22,0.05,1,364,0,
29770166,Private Room + Bath  - 10min to Zurich Mainstation,18455156,Chiphong,Kreis 2,Wollishofen,47.338333,8.520233,Private room,,7,71,2021-11-04,0.96,1,0,0,
29843172,No longer available,18381905,Jude,Kreis 11,Seebach,47.42283,8.5475,Private room,40,30,0,,,1,365,0,
29895316,"Fantastic 1 BR flat, city center, near lake (SF15)",23561865,Dimi,Kreis 8,Mühlebach,47.35686,8.55561,Entire home/apt,175,2,100,2024-12-23,1.35,115,131,19,
29926557,Binz 111-B128,101179485,Vinh,Kreis 3,Alt-Wiedikon,47.3609,8.51769,Entire home/apt,100,1,60,2024-10-31,0.81,4,171,21,
29989383,Two Room Comfort Apartment sleeps 4,96791954,Arno,Kreis 4,Werd,47.36995,8.52568,Entire home/apt,264,2,73,2024-08-11,1.01,5,177,9,
29990461,Three Room Comfort Apartment sleeps 5,96791954,Arno,Kreis 3,Sihlfeld,47.36969,8.52535,Entire home/apt,418,2,163,2024-10-20,2.22,5,177,7,
29990566,Two Room Deluxe Apartment sleeps 2 ( max 4),96791954,Arno,Kreis 3,Sihlfeld,47.36924,8.52537,Entire home/apt,272,2,16,2024-07-11,0.22,5,141,2,
29990656,One Room Junior Apartment sleeps 2,96791954,Arno,Kreis 4,Werd,47.37072,8.52686,Entire home/apt,181,2,14,2024-12-07,0.21,5,93,5,
29990728,Two Room Superior Apartment sleeps 2 (max 4),96791954,Arno,Kreis 4,Werd,47.37106,8.52595,Entire home/apt,276,2,75,2024-10-18,1.05,5,143,8,
30171704,Lovely brandnew penthouse studio with dream views,13570663,Christian Robert,Kreis 8,Seefeld,47.35889,8.55289,Entire home/apt,109,3,90,2024-09-14,1.21,40,356,15,
30239388,Executive 1BR Centrally Located + Balcony,3528377,Marc,Kreis 4,Hard,47.3829,8.50767,Entire home/apt,102,1,137,2024-12-07,1.85,8,260,36,
30395219,Binz111-b129,101179485,Vinh,Kreis 3,Alt-Wiedikon,47.36107,8.5173,Entire home/apt,100,1,169,2024-12-08,2.32,4,81,30,
30395916,"Zürich 3, gemütliches Zimmer 2",188291999,Bruno,Kreis 3,Alt-Wiedikon,47.37023,8.51696,Private room,40,1,524,2024-12-15,7.08,2,13,129,
30396563,Binz111-b127,101179485,Vinh,Kreis 3,Alt-Wiedikon,47.3609,8.5177,Entire home/apt,100,1,89,2024-12-01,1.23,4,304,20,
30396907,Binz111-B130,101179485,Vinh,Kreis 3,Alt-Wiedikon,47.36095,8.51767,Entire home/apt,100,1,220,2024-05-20,2.98,4,170,4,
30415457,"Parterrezimmer II in EFH Zürich-Hottingen, Kreis 7",10487269,Christine,Kreis 7,Hottingen,47.36642,8.56304,Private room,49,15,48,2024-09-03,0.65,3,259,1,
30686329,Private double-room in Zurich city centre,19367610,Charlene,Kreis 4,Langstrasse,47.37411,8.5296,Private room,,14,0,,,3,0,0,
30710753,Beautiful flat in the heart of Zürich,18470654,Mathieu,Kreis 4,Hard,47.37933,8.51021,Entire home/apt,,3,5,2022-08-28,0.07,1,0,0,
30901675,Enjoy the  city lights but relax in peace & quiet,8061776,Salvia,Kreis 2,Wollishofen,47.33307,8.53474,Private room,,3,2,2023-11-27,0.03,3,0,0,
30970971,Private Apartment in Zurich,1033989,Edvard,Kreis 10,Wipkingen,47.39347,8.52971,Entire home/apt,99,3,17,2024-12-07,0.76,1,264,5,
31115621,Cosy doublebed room (20min. to Zurich mainstation),167190266,Asla,Kreis 9,Albisrieden,47.38186,8.498,Private room,,1,80,2024-06-26,1.20,1,0,35,
31327304,Artist Apartment Downtown,234509985,Matthias,Kreis 6,Oberstrass,47.38156,8.54923,Private room,136,1,33,2024-10-23,4.69,1,177,33,
31445961,Private room next to the lake,50589115,Yuan,Kreis 2,Enge,47.35289,8.53337,Private room,,1,17,2023-12-01,0.90,4,0,0,
31606785,"Cosy, centrally located Room",10790544,Nadine,Kreis 10,Wipkingen,47.39531,8.52095,Private room,52,4,78,2024-12-12,1.15,2,26,16,
31658829,"Cozy apartment in Zurich, Binz",227286241,Lydia,Kreis 3,Alt-Wiedikon,47.36161,8.51423,Entire home/apt,120,30,0,,,2,362,0,
31773907,Flat in Wiedikon - Goldbrunnenplatz,43100236,Pierre,Kreis 3,Alt-Wiedikon,47.36964,8.5153,Entire home/apt,,5,8,2023-12-29,0.11,1,0,0,
31917101,New Zürich,12888535,A,Kreis 5,Gewerbeschule,47.38309,8.52927,Entire home/apt,144,5,9,2024-04-28,0.31,2,174,2,
32038937,City center studio by the lake + SIM WiFi,222814543,Haoran,Kreis 8,Seefeld,47.36215,8.54955,Entire home/apt,125,28,64,2023-03-31,0.89,10,86,0,
32053770,Nice and big 1 BR flat city center/near lake (D8),23561865,Dimi,Kreis 8,Mühlebach,47.35796,8.55521,Entire home/apt,303,2,218,2024-12-14,3.06,115,26,22,
32087275,"Apto. Seefeld Zurich, near Lake, with canopy bed",144152326,Ione,Kreis 8,Mühlebach,47.35694,8.5561,Entire home/apt,124,13,14,2024-06-30,0.26,1,276,1,
32295519,Spacious Maisonette with garden in the city,5148068,Daniel,Kreis 7,Hirslanden,47.35487,8.58062,Entire home/apt,,3,2,2019-08-11,0.03,1,0,0,
32309176,"Homestay room, quiet and central",16677503,Lilian,Kreis 10,Wipkingen,47.3874,8.53458,Private room,102,1,20,2024-09-18,0.97,1,83,12,
