id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
881690290835335197,"Lovely, clean, bright Studio",23656409,Henriette,Kreis 9,Altstetten,47.3805022,8.479812299999999,Entire home/apt,,6,0,,,1,0,0,
882775888645009405,Top Floor / Floor-to-Ceiling Apartment in Seefeld,234848,Philipp,Kreis 8,Seefeld,47.36069,8.54926,Entire home/apt,172,14,1,2023-07-11,0.06,1,343,0,
883752842761390254,"Fantastic, very central studio (Sun 1)",23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,142,2,39,2024-09-05,2.05,115,52,27,
883805841039600250,"Terrific studio in the city center, sunny  (Sun 2)",23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,136,2,43,2024-12-25,2.27,115,45,24,
883822562499681135,Nice and very central 1BR flat (Sun 3),23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,,2,86,2024-12-23,4.53,115,22,36,
883840255220390833,"Amazing, central, sunny 1BR flat (Sun 12)",23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,193,2,33,2024-12-26,1.75,115,23,20,
884481719432232189,Liebenswertes Apartment in zentraler Lage,182025252,Finn,Kreis 3,Sihlfeld,47.37094,8.51785,Entire home/apt,,3,24,2024-07-08,1.27,1,0,7,
884584907016941459,Apartment in the Heart of Zurich,508643022,Sotirios,Kreis 6,Oberstrass,47.38056715111299,8.548122176721185,Entire home/apt,170,3,19,2024-12-11,0.97,1,49,8,
885227334071225766,Gästezimmer ruhig schön 15qm mit Gartensicht,244894367,Lena,Kreis 7,Witikon,47.35897,8.58976,Private room,88,1,0,,,3,365,0,
885331914157039751,Beautiful apartment in Zurich,255809846,Ekaterina,Kreis 8,Mühlebach,47.36534,8.55028,Entire home/apt,250,4,0,,,1,339,0,
886254237493082323,Designer studio close to lake,95016230,Mathias,Kreis 8,Weinegg,47.35554,8.56156,Entire home/apt,154,4,4,2023-12-26,0.24,1,363,0,
886997709762276529,"Cozy, central flat in Zurich (6)",461233337,Maxime,Kreis 6,Unterstrass,47.39317,8.54417,Entire home/apt,,7,0,,,1,0,0,
887028830601660701,Tolle Wohnung in Altstetten,402242435,Daniel,Kreis 4,Hard,47.38878,8.49922,Entire home/apt,500,1,0,,,1,87,0,
887323336908333599,wohnen in architekturikone,6261485,Anna,Kreis 9,Albisrieden,47.36672,8.49436,Entire home/apt,109,2,0,,,1,359,0,
887355391301981871,"Haubarg
Bequemes Zimmer in ausgezeichneter Lage",140148745,Luiz,Kreis 11,Seebach,47.4149569,8.5489416,Private room,83,1,78,2024-12-23,3.97,1,67,42,
888099159183228101,"Two-room apartments ""Cozy Home Apartment""",514094775,Tetiana,Kreis 4,Werd,47.37182,8.52876,Entire home/apt,86,1,97,2024-12-07,4.96,1,42,65,
888262845307964317,+room incl. instrument in the heart of Zurich,444356439,Joerg,Kreis 4,Langstrasse,47.376622900000015,8.524579457672132,Private room,,1,114,2024-12-06,5.76,3,0,69,
888275394125377304,Basic Apartment in vibrant residential part of ZH!,1229459,Swissstay,Kreis 3,Sihlfeld,47.37087,8.51501,Entire home/apt,100,2,51,2024-12-20,2.61,81,21,29,
888309544518575693,Zh Digitus - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35625,8.57219,Entire home/apt,79,1,5,2024-05-28,0.28,98,295,4,
888340297679251668,Zh Mandibula 3 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35741,8.57207,Entire home/apt,84,1,2,2024-11-23,0.11,98,122,1,
888340299922627619,Zh Tibia 2 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35668,8.5718,Entire home/apt,87,1,4,2024-10-05,0.23,98,264,3,
888340313344548148,Zh Ulna 2 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35666,8.57191,Entire home/apt,87,1,2,2023-06-23,0.11,98,60,0,
888340634386991793,Zh Maxilla 3 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35672,8.57324,Entire home/apt,,1,0,,,98,0,0,
888340640432401741,Zh Fibula 2 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35749,8.5722,Entire home/apt,87,1,1,2024-08-31,0.25,98,361,1,
888340678306710579,Zh Radius - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35639,8.57387,Entire home/apt,,1,1,2023-05-24,0.05,98,148,0,
888340807316306636,Zh Ulna 1 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35624,8.5732,Entire home/apt,87,1,5,2024-06-13,0.53,98,121,5,
888341691372485180,Zh Tibia 1 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 7,Hirslanden,47.35764,8.57358,Entire home/apt,87,1,1,2024-07-17,0.18,98,39,1,
888341905942818073,Zh Fibula 1 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35772,8.57245,Entire home/apt,87,1,3,2024-12-11,0.29,98,358,3,
888341946665996589,Zh Clavicula 3 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 8,Weinegg,47.35638,8.57342,Entire home/apt,86,1,2,2024-07-28,0.12,98,274,1,
888473294224490630,Zurich downtown dream,90437848,Lukas,Kreis 4,Langstrasse,47.38026746376389,8.528203926980495,Entire home/apt,,2,74,2024-12-05,3.76,9,0,47,
889006772248290989,Room for 2 in townhouse / close to Taylor Swift,3092677,Diego,Kreis 9,Altstetten,47.38483,8.49756,Private room,,1,0,,,2,0,0,
889075737863900334,Zh Radius 2 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 7,Hirslanden,47.35769,8.57401,Entire home/apt,84,1,1,2024-06-05,0.14,98,72,1,
889075777409901421,Zh Radius 1 - Riesbach HITrental Apartments,12886487,Stephanie,Kreis 7,Hirslanden,47.35794,8.57373,Entire home/apt,84,1,0,,,98,179,0,
889889984575318825,"Amazing studio the city center, very sunny (Sun 4)",23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,143,2,29,2024-12-03,1.53,115,31,20,
891141437620891014,Swiss Accommodation auf Zeit,514669571,Swiss,Kreis 4,Langstrasse,47.379182,8.5262475,Private room,115,7,0,,,1,90,0,
892085265422158341,Suite 505 nel cuore di Zurigo,487565059,Gianluca,Kreis 3,Alt-Wiedikon,47.3682635135187,8.515725389976913,Entire home/apt,141,1,6,2024-07-09,0.34,3,330,2,
892123934247289218,"Spaceouse quiet 2.5 room, washer/dryer/dishwasher",347850668,Flo,Kreis 1,Rathaus,47.37439,8.54577,Entire home/apt,187,21,12,2024-09-21,0.62,3,266,8,
893155018666068269,Amazing studio/the city center (Sun 5),23561865,Dimi,Kreis 6,Unterstrass,47.38255849999999,8.5442055,Entire home/apt,158,2,14,2024-12-12,0.74,115,20,3,
893410276013989735,Charming apartment in Zürich,98464099,Alysa,Kreis 3,Friesenberg,47.35503,8.51285,Entire home/apt,136,5,7,2024-12-02,0.69,1,18,7,
894281545341145578,Beautiful Loft - Zurich Berninaplatz,4124134,Antranik,Kreis 11,Oerlikon,47.40279,8.55194,Entire home/apt,225,2,3,2024-08-18,0.52,2,23,3,
895493074447184134,1 BDR apartment in Zurich West,90399530,Daniella,Kreis 4,Hard,47.3840999,8.5081704,Entire home/apt,168,3,12,2024-06-16,0.72,11,315,6,
897011883925294207,City Center of Zurich  The grande Suite,347850668,Flo,Kreis 2,Enge,47.36274,8.52644,Entire home/apt,220,4,5,2024-12-23,0.26,3,365,1,
898534458183614760,Schönes Zimmer im Zentrum von Zürich,195629786,Florian,Kreis 11,Oerlikon,47.40137,8.54639,Private room,,1,2,2023-10-26,0.10,1,0,0,
898803289581533441,Apt 3A: Central Location: Spacious 2-BR Apartment,15038541,Cher.,Kreis 4,Werd,47.3739935,8.5215063,Entire home/apt,219,1,132,2024-12-24,7.29,16,285,90,
898803294461571982,Apt 1A - City Centre: Charming & New 2-BR Apt,15038541,Cher.,Kreis 4,Werd,47.3739935,8.5215063,Entire home/apt,219,1,124,2024-12-25,6.84,16,282,85,
898803298900946366,Apt 3B - Downtown Spacious 2-BR Apartment,15038541,Cher.,Kreis 4,Werd,47.3739935,8.5215063,Entire home/apt,220,1,147,2024-12-23,8.06,16,248,100,
899274958075797962,"Beautiful, Cozy & Zen House in Zurich",344772300,Tam,Kreis 6,Unterstrass,47.3987233,8.5408647,Entire home/apt,179,1,1,2024-07-11,0.17,1,365,1,
899300235453535541,Bella stanza,516504005,David,Kreis 9,Altstetten,47.39082240407062,8.487517163157463,Private room,,1,0,,,1,0,0,
900444146921410444,Cozy & quiet room in city-center,227434797,Thomas,Kreis 4,Langstrasse,47.37664,8.52362,Private room,88,1,42,2024-12-15,2.20,2,39,30,
900533022509524689,Cozy Riverside Urban Nest,163165975,Piotr,Kreis 10,Wipkingen,47.39299681606914,8.524829372763634,Entire home/apt,200,3,19,2024-09-11,1.03,1,349,11,
904070939793011929,Full apartment in central Zurich,9208177,Lorenzo,Kreis 9,Altstetten,47.3872224,8.4767367,Private room,204,3,2,2024-01-02,0.16,1,5,1,
906982322935227808,"Zurich DT (1+1 room, 55 sqm)",34541936,Strahinja,Kreis 4,Hard,47.37843040000001,8.5141005,Entire home/apt,161,1,80,2024-12-08,4.20,11,41,41,
908063272545470000,Room in shared flat Bucheggplatz,12284071,Philip,Kreis 6,Unterstrass,47.40156508439957,8.533232231263494,Private room,49,14,0,,,1,349,0,
908419132721814287,Little Paradise In Zürich,505991846,Gabriel,Kreis 9,Altstetten,47.38319,8.48443,Entire home/apt,136,3,56,2024-11-25,2.97,3,14,40,
908669225511385777,Camera letto arredata in appartamento condiviso,420033964,Antonio,Kreis 9,Altstetten,47.38331,8.48304,Private room,120,2,4,2024-07-10,0.25,1,363,2,
908694206433403410,Jazz-Band Room in Zurich Oldtown,518761533,Kultur Lokal Rank,Kreis 1,Rathaus,47.375390691148475,8.544024944180299,Entire home/apt,136,2,50,2024-11-01,2.78,1,103,33,
908732840710537310,Family house with garden,19526427,NoéMie,Kreis 11,Oerlikon,47.40302,8.55327,Entire home/apt,99,6,2,2023-10-18,0.11,1,35,0,
909882225277381494,Schöne 2-Zimmer Wohnung in Bestlage nahe See.,122485505,Michael,Kreis 8,Mühlebach,47.3648345,8.549878,Entire home/apt,174,3,75,2024-12-26,4.05,1,34,46,
909882459159828759,"Blueground | Escher Wyss, storage, nr station",434204093,Blueground,Kreis 5,Escher Wyss,47.391406,8.5101746,Entire home/apt,254,30,0,,,165,0,0,
912751390402811880,Ruhig und zentral mit Aussicht,233503003,Diana,Kreis 10,Höngg,47.40174,8.50293,Private room,,1,10,2023-07-23,0.54,1,0,0,
913549863056235097,Cozy Studio for Ladies only.,519947777,Laura,Kreis 9,Albisrieden,47.370127898813685,8.489799017999262,Private room,114,3,0,,,1,179,0,
914424410638034221,Lake Side : Stunning .,401181453,Sam,Kreis 8,Mühlebach,47.36474,8.55095,Private room,159,2,0,,,1,364,0,
914581380782325706,Cozy 2 room Huge Apartment in Zurich Downtown,420370006,Kamila,Kreis 1,Hochschulen,47.3674,8.54619,Entire home/apt,,1,4,2024-02-29,0.22,88,0,2,
915199775832888633,Luxury flat close to the lake,520354208,Isabelle,Kreis 2,Wollishofen,47.34725,8.53023,Entire home/apt,,5,3,2024-08-10,0.17,1,0,1,
915811845405141012,Streetparade and u in the Middle,520482355,Andreas,Kreis 10,Wipkingen,47.39257268465493,8.526531955614658,Private room,84,3,1,2023-09-01,0.06,1,178,0,
916679701844054459,3-Zimmer-Wohnung mit Garten,21198955,Patricia,Kreis 10,Wipkingen,47.38731,8.53352,Entire home/apt,,75,3,2024-08-12,0.17,1,0,1,
917219306316865577,"Lovely Room, Central Green Oasis",60024795,Tamara,Kreis 3,Alt-Wiedikon,47.36742,8.50775,Private room,115,1,15,2024-10-03,0.82,2,180,3,
917237717257474918,Apt 2A - RARE FIND: City Centre 2-BR Apt,15038541,Cher.,Kreis 4,Werd,47.3739935,8.5215063,Entire home/apt,219,1,129,2024-12-22,7.15,16,265,88,
917243256870580397,Apt 2B: Central Location: Spacious 2-BR Apartment,15038541,Cher.,Kreis 4,Werd,47.3739935,8.5215063,Entire home/apt,219,1,153,2024-12-14,8.41,16,220,98,
917861021749645073,Central Zürich - NEW apartment,520991329,Gloria,Kreis 7,Hottingen,47.36556,8.56044,Entire home/apt,181,4,21,2024-12-25,1.44,1,25,17,
918213971431815706,Comfortable apartment in Zurich,430794442,Gianluca,Kreis 4,Hard,47.38057,8.50868,Entire home/apt,,5,1,2023-08-12,0.06,1,0,0,
918586022096296699,Pet-Friendly 2Bd/2Ba Oasis—4 Mins to Lake Zurich,26239938,Tobias,Kreis 8,Mühlebach,47.35658,8.55784,Entire home/apt,748,1,30,2024-12-19,1.73,1,158,22,
919687481995644072,Casa de Zürich (City),394925715,David,Kreis 9,Altstetten,47.3855704,8.4928458,Private room,225,1,4,2023-07-10,0.22,1,90,0,
919979992633903069,"Blueground | Wiedikon, w/d & storage room, nr tram",434204093,Blueground,Kreis 3,Alt-Wiedikon,47.3694273,8.516073,Entire home/apt,139,30,2,2024-06-23,0.12,165,183,1,
920007847395333608,Zürich City Room for rent,2751973,Phonthip,Kreis 4,Werd,47.3727876,8.5274856,Private room,,1,0,,,1,0,0,
920105649817396195,"Fantastic 2 BD flat: quite, sunny, central (Duke1)",23561865,Dimi,Kreis 7,Fluntern,47.3794812,8.5569459,Entire home/apt,237,2,39,2024-11-02,2.12,115,0,16,
920898619644484912,Zimmer mitten im Kreis 4,16848519,Leonor,Kreis 4,Langstrasse,47.37594,8.52921,Private room,109,1,21,2024-12-20,1.20,1,330,17,
921019292686739301,Heart of Zurich: Prime Location Apartment,1229459,Swissstay,Kreis 8,Weinegg,47.36038,8.55962,Entire home/apt,133,2,18,2024-12-02,1.02,81,299,13,
921084220429937150,"72 sqm , 2 bedroom 1 living room",34541936,Strahinja,Kreis 4,Hard,47.37951,8.51459,Entire home/apt,270,1,62,2024-12-23,3.39,11,50,37,
922114851778345926,Όμορφο ήσυχο στούντιο διαμέρισμα με κήπο!,505061660,Konstantinos,Kreis 11,Oerlikon,47.40681116474043,8.556550182402134,Entire home/apt,,200,1,2023-09-17,0.06,1,179,0,
922186719343225442,Studio apartment,402866222,Joseph,Kreis 4,Langstrasse,47.37441,8.53076,Entire home/apt,,1,125,2024-12-05,6.81,1,0,77,
922209694349397369,"Big studio city center, quite (Marble 5)",23561865,Dimi,Kreis 7,Hirslanden,47.3601469,8.5668119,Entire home/apt,172,2,4,2024-08-14,0.53,115,23,4,
922242417175016272,Zimmer in 5er WG an der Limmat,84249087,Ines,Kreis 10,Höngg,47.40544,8.47854,Private room,68,21,0,,,1,88,0,
922508907322236967,Three level attic flat,4557490,Sveta,Kreis 4,Werd,47.37116,8.5282,Entire home/apt,200,30,0,,,1,83,0,
922558773455165996,"Central, bright flat at Hardbrucke, Zurich",9398217,Olga,Kreis 5,Escher Wyss,47.38792,8.51483,Entire home/apt,,6,2,2024-07-09,0.24,1,0,2,
923299937789589999,"Modern, central w. private bath",9733691,Cristina,Kreis 4,Langstrasse,47.37891073305514,8.531719632446766,Private room,,6,1,2024-07-31,0.20,1,0,1,
923655003938867156,Central green apartment,20666807,Tobi,Kreis 6,Oberstrass,47.38164,8.55055,Private room,161,3,1,2024-07-11,0.17,1,178,1,
924295993691767653,Neubauwohnung im ruhigen Kreis 2,522317796,Liana,Kreis 2,Enge,47.3527534,8.5274179,Entire home/apt,,7,5,2024-07-12,0.29,1,0,3,
924313237314090102,Central & super comfortable,10205416,Karina,Kreis 6,Oberstrass,47.38212,8.54923,Private room,101,14,5,2024-07-23,0.32,1,88,3,
925190454331982549,Your Airbnb Room in Zürich,6064164,Mark,Kreis 7,Hottingen,47.36555416952011,8.560222797095776,Private room,259,2,17,2024-12-01,0.93,2,359,5,
925369942049702239,cozy & quiet 2 bedroom flat in city-center,227434797,Thomas,Kreis 4,Langstrasse,47.37707,8.52465,Entire home/apt,,2,15,2024-09-10,0.87,2,1,10,
925759985991256258,Bright Cozy Apartment in Zürich,133546595,Silvia,Kreis 12,Hirzenbach,47.40127,8.5915,Entire home/apt,,2,3,2023-12-31,0.18,1,0,1,
925814836243591119,Historic city oasis with large garden,14392116,Muriel,Kreis 11,Oerlikon,47.40428,8.54605,Entire home/apt,,2,37,2024-10-12,2.19,1,1,32,
926530118895050180,Cozy apartment in Enge,14238589,Patricia,Kreis 2,Enge,47.35819,8.52437,Private room,167,3,0,,,1,177,0,
926582684685406879,Zentrale Wohnung in Oerlikon,523213167,Jaqueline,Kreis 11,Oerlikon,47.4086304,8.5431008,Entire home/apt,105,3,62,2024-12-16,3.56,1,29,34,
926633762770079091,Zurich Chic: Cozy Posh Pad,1229459,Swissstay,Kreis 7,Hirslanden,47.36097,8.56108,Entire home/apt,116,2,10,2024-10-27,0.61,81,296,6,
926636192228338634,Wohnung in Zürich (Kreis 9),468744416,Laura,Kreis 9,Altstetten,47.3896465,8.477922,Entire home/apt,110,2,13,2024-11-04,0.85,1,97,10,
926894212969592164,Room in Zurich.,291734039,Turan Etem,Kreis 9,Albisrieden,47.37958,8.49449,Private room,65,1,74,2024-11-10,4.09,1,77,46,
927094881257317705,Apt 5A: Downtown 2-BR Loft Apartment,15038541,Cher.,Kreis 4,Werd,47.3739935,8.5215063,Entire home/apt,218,1,115,2024-12-16,6.35,16,242,83,
927099274455108509,Apt 1B - In the heart of Zurich - Chic 2-BR Apt,15038541,Cher.,Kreis 4,Werd,47.3739935,8.5215063,Entire home/apt,213,1,113,2024-12-15,6.24,16,337,75,
927146459658203270,Cute central home,250969346,Erik,Kreis 3,Alt-Wiedikon,47.36711,8.51109,Entire home/apt,90,4,10,2024-12-01,0.57,1,57,6,
927229037901012266,Am Oeschbrig 12,476193294,Chi,Kreis 7,Witikon,47.35711,8.60107,Private room,300,1,0,,,1,90,0,
927348972041408988,Park 'n' Stay Apartments in Zurich,1229459,Swissstay,Kreis 8,Weinegg,47.35953,8.56062,Entire home/apt,135,2,35,2024-10-12,2.02,81,284,22,
927404410416837780,"Blueground | Oerlikon, storage & w/d, nr market",434204093,Blueground,Kreis 11,Seebach,47.41578,8.55538,Entire home/apt,122,30,1,2024-08-17,0.22,165,365,1,
928335781897560021,City Apartment in Zurich,118162879,Fabian,Kreis 8,Weinegg,47.35374,8.57586,Entire home/apt,129,4,2,2023-09-28,0.12,1,263,0,
928343155399880578,City Home Zurich,394644638,Marco,Kreis 11,Oerlikon,47.4063606,8.5511227,Entire home/apt,,1,31,2024-10-29,1.74,4,0,2,
929157948055650565,"Lovely room, 15 min from center, mountain view",7383454,Geoffray,Kreis 10,Höngg,47.40448,8.50024,Private room,95,1,7,2024-09-30,0.42,1,279,4,
929395123816126361,Cozy Studio Apartment 11 in Center of Zurich,376125413,Wunderstay,Kreis 1,Rathaus,47.37479,8.54431,Entire home/apt,111,1,68,2024-12-08,4.26,2,147,52,
929430258063594554,Cozy Studio Apartment 12 in Center of Zurich,376125413,Wunderstay,Kreis 1,Rathaus,47.37438244391804,8.543723420098877,Entire home/apt,133,1,19,2024-11-17,1.11,2,147,10,
929488147325173544,"Blueground | Leimbach, storage & w/d nr market",434204093,Blueground,Kreis 2,Leimbach,47.3258301,8.5183702,Entire home/apt,102,30,0,,,165,240,0,
929489135547185647,Private Designer Apartment,6064164,Mark,Kreis 7,Hottingen,47.3653875,8.560436,Entire home/apt,325,1,32,2024-09-30,1.84,2,358,18,
929506279879900296,Schöne Wohnung am Zürichberg,2719417,Juliette,Kreis 7,Hirslanden,47.35987,8.57066,Entire home/apt,,3,0,,,1,0,0,
930252136257555771,Studio,523645217,Sorell Hotel,Kreis 6,Oberstrass,47.38736,8.55452,Entire home/apt,271,1,0,,,3,347,0,
930253262633571352,Grand Studio,523645217,Sorell Hotel,Kreis 6,Oberstrass,47.38778,8.554,Entire home/apt,371,1,0,,,3,345,0,
930254063780356112,Spa Suite,523645217,Sorell Hotel,Kreis 6,Oberstrass,47.38847,8.55427,Entire home/apt,424,1,0,,,3,344,0,
930310946124713755,Spacious and basic 4.5 flat Gib 51 23,123896618,Sharedlock,Kreis 10,Höngg,47.41144,8.48193,Entire home/apt,170,30,0,,,20,0,0,
930341889164709344,Cozy Studio in prime location,110908190,Jair,Kreis 7,Hirslanden,47.36193,8.56254,Entire home/apt,154,3,12,2024-09-29,0.71,1,87,10,
930425975482624633,Central Apartment with balcony,1229459,Swissstay,Kreis 8,Weinegg,47.36148,8.55965,Entire home/apt,121,2,5,2024-10-03,0.31,81,295,2,
931016599689763225,"Stylische, helle Wohnung zentral",25157573,Andrea,Kreis 10,Wipkingen,47.39524,8.52156,Entire home/apt,,2,4,2024-08-11,0.46,1,0,4,
931032967434000194,Room with balcony in small house,197687141,Paul,Kreis 7,Hirslanden,47.36172326021779,8.564693368971348,Private room,108,1,7,2024-07-20,0.43,1,88,2,
931754496616036461,Appartamento a Zurigo,144847137,Gabriele,Kreis 6,Oberstrass,47.3838903,8.550337899999999,Entire home/apt,70,2,2,2024-03-30,0.12,1,245,1,
932252992023662808,Citycentre apartment with private rooftop terrace!,89478686,Kelly And Maarten,Kreis 6,Unterstrass,47.3885434,8.5393527,Entire home/apt,,13,3,2024-08-12,0.23,1,0,2,
932581826086859761,Luxury Home at lake & in the heart of Zurich-City,90565288,Chris,Kreis 2,Enge,47.36533,8.53523,Entire home/apt,460,5,1,2024-09-06,0.26,2,146,1,
932988738885937859,2 BR - Kingsize Bett - Garten - Parken - Küche,394944268,Robin,Kreis 2,Wollishofen,47.3468343,8.5262997,Entire home/apt,249,1,58,2024-12-24,3.44,2,262,38,
932992387327361528,Lovely Flat _ Zurich Old Town,143371319,Riccardo,Kreis 1,Rathaus,47.37156553211038,8.545915223658085,Entire home/apt,113,1,7,2024-11-03,0.39,1,74,5,
933228372287048208,"2 Room Large Downtown Flat, Zurich City Center J",420370006,Kamila,Kreis 3,Sihlfeld,47.37435,8.51891,Entire home/apt,,1,17,2023-10-17,0.96,88,0,0,
933784310902492792,Loft in the center of Zurich,322266523,Krone,Kreis 8,Seefeld,47.3620639,8.548374599999999,Entire home/apt,,1,9,2024-09-26,0.62,10,0,6,
933946244971350863,Tower apartment - Zürich,83792836,Anna,Kreis 3,Sihlfeld,47.37314,8.51589,Entire home/apt,257,2,14,2024-11-23,0.80,1,100,5,
934064054528080186,Zurich City Center 3BDR  (lake 15 min + parking),541785,Jana,Kreis 7,Fluntern,47.37388,8.55773,Entire home/apt,,5,0,,,1,0,0,
937575075386386458,"Urban, modern, im Grünen",83233956,Ariana,Kreis 6,Unterstrass,47.40085259307705,8.532059267163277,Entire home/apt,,2,26,2024-02-28,1.51,1,0,4,
938038789353689904,Helles Zimmer mit eigenem Balkon,53339348,Colette,Kreis 3,Friesenberg,47.35349,8.51208,Private room,,3,3,2023-09-10,0.18,1,89,0,
938068589364582436,Cozy and best location in town!,40984518,Sergio,Kreis 11,Oerlikon,47.41153,8.54457,Private room,200,1,24,2024-08-10,1.45,1,179,10,
938815084040238480,"Cosy, entire attic apartment, central Zurich",1684764,Stefano,Kreis 4,Hard,47.379,8.51159,Entire home/apt,,4,14,2024-12-24,0.84,1,0,10,
938840431076486177,Numa I Large Studio in the heart of Zürich,526637362,Numa Turi,Kreis 4,Langstrasse,47.3804858,8.5257857,Entire home/apt,201,1,9,2024-12-15,0.56,3,333,7,
939120875582663992,Quiet apartment in Oerlikon,15479336,Alvaro,Kreis 12,Saatlen,47.4065552,8.5624757,Entire home/apt,101,3,15,2024-11-03,0.96,1,33,11,
939666088772222280,Art & Hills,263725682,Daniela,Kreis 10,Höngg,47.4020380955385,8.499769158661366,Private room,,2,75,2024-11-01,4.39,1,0,47,
939681218826028781,City center Flat in Zurich Downtown with Balcony B,420370006,Kamila,Kreis 4,Langstrasse,47.37491,8.52986,Entire home/apt,123,1,139,2024-12-19,8.02,88,42,100,
941938190211119624,"Zimmer inkl. Bad, zentral & modern",3796485,Isabelle,Kreis 12,Hirzenbach,47.40523,8.59117,Private room,84,2,11,2024-09-14,0.69,1,268,7,
941938404056199881,Loft Apartment Zurich Old Town,240244748,Mary,Kreis 1,Rathaus,47.37582,8.54325,Entire home/apt,117,3,22,2024-10-09,1.37,1,84,15,
942043391748309579,Cool Room in Altstetten,483169097,Monica,Kreis 9,Altstetten,47.39178,8.47519,Private room,66,10,7,2024-09-30,0.42,1,178,3,
942071066334101481,Wunderschöne Wohnung in Zürich,177486506,Yada,Kreis 10,Höngg,47.40164,8.49654,Entire home/apt,,7,3,2024-04-26,0.33,1,0,3,
942503910122362662,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Alt-Wiedikon,47.3606487,8.520587299999999,Entire home/apt,206,30,3,2024-04-10,0.22,165,0,2,
942505918341304650,"Blueground | Oerlikon, storage & w/d, nr market",434204093,Blueground,Kreis 11,Seebach,47.41578,8.55538,Entire home/apt,,30,0,,,165,6,0,
942679242455999188,Maisonette Wohnung mit grosser Dachterrasse,202452857,Sarah,Kreis 4,Langstrasse,47.38066,8.5254,Entire home/apt,190,1,3,2024-07-11,0.19,1,304,2,
943165031545877114,Alpine Flair in Zuerich,505991846,Gabriel,Kreis 9,Altstetten,47.3821244,8.4851756,Entire home/apt,113,4,25,2024-12-09,1.51,3,15,21,
943498399656724170,Zurich Designer Apartment central & close to lake,424519678,Maurits,Kreis 2,Enge,47.3546555,8.526232700000001,Entire home/apt,134,2,4,2024-07-14,0.25,1,7,2,
943911436085649226,Numa I M Studio w/ Balcony next to Bahnhofstrasse,526637362,Numa Turi,Kreis 4,Langstrasse,47.3804858,8.5257857,Entire home/apt,208,1,8,2024-11-04,0.51,3,329,4,
944256482946602697,Moderne Wohnung am Zürichsee,528085802,Magdalena,Kreis 2,Wollishofen,47.3424854,8.53005,Entire home/apt,245,4,0,,,1,106,0,
944560635273309055,Cozy Oerlikon/ZH Room,485198693,Ken,Kreis 12,Saatlen,47.40986,8.56804,Private room,,1,10,2024-08-14,0.57,1,0,3,
944841423325467645,Numa I Medium Studio in the heart of Zürich,526637362,Numa Turi,Kreis 4,Langstrasse,47.3804858,8.5257857,Entire home/apt,191,1,164,2024-12-24,10.21,3,336,125,
945531834722531602,Cozy flat in the city center,14365166,Fabian,Kreis 7,Fluntern,47.37255,8.55616,Entire home/apt,220,2,4,2024-07-11,0.23,1,269,1,
947667236185598753,Zürich City near Letzigrund,528985270,Dylan,Kreis 9,Altstetten,47.38463,8.49905,Entire home/apt,,23,0,,,1,365,0,
947722797333998357,"Blueground | Wollishofen, storage & w/d, nr market",434204093,Blueground,Kreis 2,Wollishofen,47.34072339999999,8.5183228,Entire home/apt,176,30,1,2023-09-15,0.06,165,242,0,
947784704177106044,Charming 2-Room Flat in Old Town,42345389,Mikko,Kreis 1,Rathaus,47.37163099449479,8.545689766971764,Entire home/apt,164,2,17,2024-12-15,1.01,1,8,13,
948351538878146164,"Lovely Room, Central & Green",60024795,Tamara,Kreis 3,Alt-Wiedikon,47.3689,8.50667,Private room,125,1,1,2024-07-29,0.19,2,270,1,
949744118931073034,Flat for 2px in Wollishofen,34300806,Martín,Kreis 2,Wollishofen,47.3389591,8.5307415,Entire home/apt,,1,1,2023-09-03,0.06,1,0,0,
949908407493176827,Design 3BR Centrally Located,3528377,Marc,Kreis 4,Hard,47.38379,8.50858,Entire home/apt,255,1,32,2024-12-08,2.09,8,28,27,
