id;last_scraped;name;host_id;host_url;host_name;host_since;host_location;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_total_listings_count;host_verifications;host_has_profile_pic;host_identity_verified;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;latitude;longitude;property_type;room_type;accommodates;bathrooms;bathrooms_text;bedrooms;beds;amenities;price;minimum_nights;maximum_nights;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;license;instant_bookable;calculated_host_listings_count;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms;reviews_per_month
1.12E+18;30.12.2024;Charmantes Zimmer in Altstadt;567699919;https://www.airbnb.com/users/show/567699919;David;18.03.2024;;within a day;70%;76%;f;1;1;['email', 'phone'];t;t;;Rathaus;Kreis 1;47.37;8.54;Private room in townhouse;Private room;2;1;1 private bath;1;1;"[""Wifi"", ""Fire extinguisher"", ""Room-darkening shades"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Central heating"", ""Bed linens"", ""Smoke alarm"", ""Lock on bedroom door"", ""TV""]";$113.00;2;14;2;2;14;14;2;14;;t;28;56;86;348;30.12.2024;26;26;0;23.06.2024;16.11.2024;4.96;4.96;4.96;4.96;4.92;5;4.92;;f;1;0;1;0;4.08
1.12E+18;30.12.2024;Zurichberg privat flat for 2 - ETH;424088625;https://www.airbnb.com/users/show/424088625;Samuel;22.09.2021;;within an hour;100%;100%;t;4;4;['phone'];t;t;;Fluntern;Kreis 7;47.38;8.56;Entire condo;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Paid parking lot off premises"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Bed linens"", ""Body soap"", ""Luggage dropoff allowed"", ""Oven"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Coffee maker"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Paid parking lot on premises \u2013 1 space"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Host greets you"", ""Laundromat nearby"", ""Other electric stove"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Freezer"", ""Pets allowed"", ""Central heating"", ""Portable fans"", ""Coffee"", ""Smoke alarm"", ""Cleaning available during stay"", ""Cooking basics""]";$128.00;2;1125;2;2;1125;1125;2;1125;;t;11;33;63;338;30.12.2024;25;25;3;18.05.2024;09.12.2024;4.96;5;4.96;5;5;4.88;4.84;;f;4;4;0;0;3.3
1.12E+18;30.12.2024;Zürich City-kleines Studio-Albisriederplatz 4211;19610180;https://www.airbnb.com/users/show/19610180;Rossana;07.08.2014;Zürich, Switzerland;within an hour;100%;100%;t;19;22;['email', 'phone'];t;t;;Hard;Kreis 4;47.38;8.51;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Paid parking lot on premises"", ""Dryer"", ""Essentials"", ""50 inch TV"", ""Refrigerator"", ""Stove"", ""Outdoor dining area"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Coffee maker"", ""Elevator"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Heating"", ""Paid washer \u2013 In building"", ""Smoke alarm"", ""Cooking basics""]";$95.00;1;5;1;1;5;5;1;5;;t;28;58;88;358;30.12.2024;5;5;0;15.05.2024;11.09.2024;4;4.4;5;5;4.6;5;4;;t;19;15;4;0;0.65
1.12E+18;30.12.2024;Cozy modern apartment.;8733042;https://www.airbnb.com/users/show/8733042;Hemerson;09.09.2013;Zürich, Switzerland;within a day;100%;57%;f;1;2;['email', 'phone'];t;t;;Hard;Kreis 4;47.38;8.51;Entire rental unit;Entire home/apt;2;1;1 bath;1;0;"[""Wifi"", ""Free parking on premises"", ""Hot water"", ""Washer"", ""Sound system"", ""Books and reading material"", ""Dedicated workspace"", ""Lockbox"", ""Kitchen"", ""Bathtub"", ""Cleaning products"", ""Self check-in"", ""Exercise equipment: free weights"", ""TV""]";$145.00;1;365;1;3;365;365;1.1;365;;t;1;1;1;16;30.12.2024;2;2;0;21.09.2024;20.10.2024;4.5;4.5;5;5;5;3.5;4.5;;f;1;1;0;0;0.59
1.12E+18;30.12.2024;Blueground | Unterstrass,  near uni & supermarket;434204093;https://www.airbnb.com/users/show/434204093;Blueground;01.12.2021;Zürich, Switzerland;within an hour;93%;97%;f;188;190;['email', 'phone'];t;t;Zürich, Switzerland;Unterstrass;Kreis 6;47.39;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Iron"", ""High chair"", ""Private entrance"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dryer \u2013 In building"", ""Crib"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Washer \u2013\u00a0In building"", ""Heating"", ""Cooking basics"", ""TV""]";$99.00;30;1125;30;334;1125;1125;37.3;1125;;t;0;0;0;213;30.12.2024;0;0;0;;;;;;;;;;;t;165;165;0;0;
1.12E+18;30.12.2024;City feel good with forest view;567897501;https://www.airbnb.com/users/show/567897501;Daniel;19.03.2024;Zürich, Switzerland;within an hour;100%;99%;t;1;1;['email', 'phone'];t;t;;Hirzenbach;Kreis 12;47.4;8.58;Entire rental unit;Entire home/apt;6;1;1 bath;2;3;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Refrigerator"", ""Stove"", ""Iron"", ""Outdoor dining area"", ""Kitchen"", ""Keypad"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Clothing storage"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Self check-in"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Heating"", ""Freezer"", ""Coffee"", ""Cooking basics"", ""TV""]";$187.00;2;32;1;2;1125;1125;2;1125;;t;8;27;50;66;30.12.2024;56;56;4;01.04.2024;16.12.2024;4.77;4.89;4.79;4.91;4.8;4.64;4.59;;t;1;1;0;0;6.13
1.12E+18;30.12.2024;1 room in a central, quiet maisonette-apart';568013948;https://www.airbnb.com/users/show/568013948;Tobias;20.03.2024;;within an hour;100%;57%;t;1;1;['email', 'phone'];t;f;Zürich, Switzerland;Lindenhof;Kreis 1;47.37;8.54;Private room in rental unit;Private room;3;2.5;2.5 shared baths;1;1;"[""Wifi"", ""Courtyard view"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Outlet covers"", ""Life size games"", ""Iron"", ""Sun loungers"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Outdoor furniture"", ""Shared backyard \u2013 Not fully fenced"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Beach essentials"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Piano"", ""Children\u2019s dinnerware"", ""Luggage dropoff allowed"", ""Outdoor shower"", ""Conditioner"", ""Fire extinguisher"", ""Induction stove"", ""Elevator"", ""Books and reading material"", ""Hammock"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Mountain view"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Window guards"", ""Board games"", ""Lake access"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Host greets you"", ""Toaster"", ""Stainless steel double oven"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""First aid kit"", ""Freezer"", ""Central heating"", ""Portable fans"", ""Coffee"", ""Private patio or balcony"", ""Cooking basics"", ""City skyline view"", ""Lock on bedroom door""]";$179.00;2;250;2;2;250;250;2;250;;t;28;31;31;31;30.12.2024;12;12;0;30.03.2024;30.05.2024;4.83;4.92;4.58;4.67;5;4.92;4.83;;f;1;0;1;0;1.3
1.12E+18;30.12.2024;Spacious Flat with Balcony in the Heart of Zürich;50073234;https://www.airbnb.com/users/show/50073234;Ciara;28.11.2015;Zürich, Switzerland;within an hour;100%;94%;f;1;1;['email', 'phone'];t;t;Zürich, Switzerland;Altstetten;Kreis 9;47.38;8.5;Entire rental unit;Entire home/apt;4;1;1 bath;1;2;"[""Wifi"", ""Courtyard view"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Essentials"", ""Refrigerator"", ""Drying rack for clothing"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Bed linens"", ""Body soap"", ""Paid street parking off premises"", ""Radiant heating"", ""Conditioner"", ""Paid parking on premises"", ""Coffee maker"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Lockbox"", ""Shampoo"", ""Self check-in"", ""Clothing storage: wardrobe"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Freezer"", ""Pets allowed"", ""Coffee"", ""Portable fans"", ""Cooking basics"", ""Stainless steel oven""]";$140.00;1;30;1;1;1125;1125;1;1125;;t;0;0;0;3;30.12.2024;16;16;2;10.07.2024;15.12.2024;4.75;4.81;4.63;4.94;4.94;4.69;4.63;;f;1;1;0;0;2.76
1.12E+18;30.12.2024;Room in hipster neighborhood;33829615;https://www.airbnb.com/users/show/33829615;Anne;20.05.2015;Copenhagen, Denmark;N/A;N/A;0%;f;1;1;['email', 'phone'];t;t;;Sihlfeld;Kreis 3;47.37;8.51;Private room in rental unit;Private room;2;0.5;Half-bath;1;1;"[""Wifi"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""Lock on bedroom door""]";$65.00;200;365;200;200;365;365;200;365;;t;29;59;89;269;30.12.2024;0;0;0;;;;;;;;;;;f;1;0;1;0;
1.12E+18;30.12.2024;Multifamily house;263856201;https://www.airbnb.com/users/show/263856201;Juerg & Valeria;24.05.2019;Zürich, Switzerland;within an hour;100%;100%;t;3;3;['email', 'phone', 'work_email'];t;t;;Witikon;Kreis 7;47.36;8.58;Entire home;Entire home/apt;12;2;2 baths;6;6;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""EV charger"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Paid parking off premises"", ""Bidet"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Backyard"", ""Iron"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""Outdoor furniture"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Rice maker"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Keypad"", ""Body soap"", ""Children\u2019s dinnerware"", ""TV with standard cable"", ""Oven"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Conditioner"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Washer"", ""Clothing storage"", ""Crib"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Barbecue utensils"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Extra pillows and blankets"", ""Heating"", ""First aid kit"", ""Smoke alarm"", ""Cooking basics"", ""Free street parking"", ""Exterior security cameras on property""]";$625.00;5;365;5;5;1125;1125;5;1125;;t;0;0;0;15;30.12.2024;0;0;0;;;;;;;;;;;t;3;3;0;0;
1.12E+18;30.12.2024;Zürich City-helles Studio b. Albisriederplatz 4212;19610180;https://www.airbnb.com/users/show/19610180;Rossana;07.08.2014;Zürich, Switzerland;within an hour;100%;100%;t;19;22;['email', 'phone'];t;t;;Hard;Kreis 4;47.38;8.51;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Body soap"", ""Paid street parking off premises"", ""TV with standard cable"", ""Outdoor shower"", ""Paid parking on premises"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Dedicated workspace"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Heating"", ""Clothing storage: closet"", ""Freezer"", ""Smoke alarm"", ""Cleaning available during stay"", ""Cooking basics""]";$95.00;1;365;1;10;365;365;3.2;365;;t;27;57;87;351;30.12.2024;25;25;0;30.05.2024;15.11.2024;4.88;4.8;4.92;4.88;4.84;4.68;4.52;;t;19;15;4;0;3.49
1.12E+18;30.12.2024;Beautiful Apartment in Zurich City Centre;11256564;https://www.airbnb.com/users/show/11256564;Melanie Christina;13.01.2014;Zurich, Switzerland;a few days or more;0%;89%;f;1;1;['email', 'phone'];t;t;;Sihlfeld;Kreis 3;47.37;8.51;Private room in rental unit;Private room;1;1;1 private bath;1;1;"[""Outdoor dining area"", ""Smoking allowed"", ""Coffee maker"", ""Washer"", ""Dedicated workspace"", ""Lockbox"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Self check-in""]";$105.00;2;1125;2;2;1125;1125;2;1125;;t;29;59;89;89;30.12.2024;4;4;0;08.06.2024;30.09.2024;4.75;4.75;5;4.75;5;5;4.75;;f;1;0;1;0;0.58
1.12E+18;30.12.2024;Moderne Wohnung mit Weitblick;1259206;https://www.airbnb.com/users/show/1259206;Deniz;07.10.2011;Zurich, Switzerland;within a day;100%;0%;f;1;2;['email', 'phone'];t;t;;Albisrieden;Kreis 9;47.38;8.48;Entire rental unit;Entire home/apt;4;2;2 baths;2;3;"[""Wifi"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Paid parking on premises"", ""Washer"", ""Dedicated workspace"", ""First aid kit"", ""Kitchen"", ""Smoke alarm"", ""TV""]";$300.00;45;45;45;45;45;45;45;45;;t;28;58;88;178;30.12.2024;0;0;0;;;;;;;;;;;f;1;1;0;0;
1.12E+18;30.12.2024;Nahe Fluss, Wald und Zentrum.;19838245;https://www.airbnb.com/users/show/19838245;Fra;11.08.2014;Zurich, Switzerland;N/A;N/A;0%;f;1;1;['email', 'phone'];t;t;;Wipkingen;Kreis 10;47.4;8.52;Private room in rental unit;Private room;2;;1 bath;;;"[""Wifi"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""Lock on bedroom door"", ""TV""]";;1;365;1;1;365;365;1;365;;t;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;f;1;0;1;0;
1.12E+18;30.12.2024;Münsterhofblick: luxus lage;423806611;https://www.airbnb.com/users/show/423806611;Stefan Buchschacher;20.09.2021;;a few days or more;0%;0%;f;2;5;['email', 'phone', 'work_email'];f;t;;Lindenhof;Kreis 1;47.37;8.54;Private room in rental unit;Private room;2;0.5;Private half-bath;1;1;"[""Wifi"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Lake access"", ""Paid parking on premises"", ""Washer"", ""First aid kit"", ""Kitchen"", ""Smoke alarm"", ""TV""]";$160.00;1;365;1;1;365;365;1;365;;t;29;59;89;269;30.12.2024;0;0;0;;;;;;;;;;;f;2;0;2;0;
1.12E+18;30.12.2024;Münsterblüxckt: luxoriöster Ort;423806611;https://www.airbnb.com/users/show/423806611;Stefan Buchschacher;20.09.2021;;a few days or more;0%;0%;f;2;5;['email', 'phone', 'work_email'];f;t;;Lindenhof;Kreis 1;47.37;8.54;Private room in rental unit;Private room;4;0.5;Private half-bath;2;1;"[""Wifi"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Lake access"", ""Paid parking on premises"", ""Washer"", ""First aid kit"", ""Kitchen"", ""Smoke alarm"", ""TV""]";$3,200.00;1;365;1;1;365;365;1;365;;t;29;59;89;269;30.12.2024;0;0;0;;;;;;;;;;;f;2;0;2;0;
1.12E+18;30.12.2024;Swiss Marc Aurel - Self Check-In;510964692;https://www.airbnb.com/users/show/510964692;Philippe;20.04.2023;;N/A;N/A;N/A;f;1;1;['email', 'phone'];t;t;;Sihlfeld;Kreis 3;47.38;8.51;Room in hotel;Private room;2;;1 private bath;1;;"[""Wifi"", ""Fire extinguisher"", ""Paid parking on premises"", ""Smoke alarm"", ""TV""]";;1;365;1;1;365;365;1;365;;t;29;59;89;269;30.12.2024;0;0;0;;;;;;;;;;;f;1;0;1;0;
1.12E+18;30.12.2024;1 room Studio near the ETH/River (Zürich Höngg);5902929;https://www.airbnb.com/users/show/5902929;Andrea;13.04.2013;Zürich, Switzerland;within an hour;100%;94%;f;1;1;['email', 'phone'];t;t;;Höngg;Kreis 10;47.4;8.5;Entire rental unit;Entire home/apt;2;1;1 bath;1;2;"[""Wifi"", ""Dishes and silverware"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Clothing storage: dresser"", ""Private entrance"", ""Kitchen"", ""Cleaning products"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Oven"", ""Conditioner"", ""Induction stove"", ""Elevator"", ""Books and reading material"", ""Shower gel"", ""Lockbox"", ""Breakfast"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Housekeeping - available at extra cost"", ""Hot water"", ""Toaster"", ""Heating"", ""Free residential garage on premises \u2013 1 space"", ""Freezer"", ""Coffee"", ""Portable fans"", ""Smoke alarm""]";$98.00;1;28;1;11;28;28;3.5;28;;t;7;19;37;72;30.12.2024;55;55;4;19.04.2024;18.12.2024;5;4.98;4.96;4.96;4.98;4.89;4.95;;f;1;1;0;0;6.45
1.12E+18;30.12.2024;Cozy modern apartment in Zurich;207205612;https://www.airbnb.com/users/show/207205612;Marcin;03.08.2018;Kloten, Switzerland;within a few hours;100%;89%;f;1;1;['email', 'phone'];t;t;;Affoltern;Kreis 11;47.42;8.5;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Washer"", ""Dedicated workspace"", ""Wifi"", ""TV""]";$103.00;5;21;3;5;21;21;5;21;;t;3;3;25;25;30.12.2024;4;4;0;20.05.2024;14.07.2024;5;5;4.5;5;5;4.75;5;;f;1;1;0;0;0.53
1.12E+18;30.12.2024;Spacious garden oasis in Zurich Höngg - near ETH;17080225;https://www.airbnb.com/users/show/17080225;Nunu;21.06.2014;Zurich, Switzerland;N/A;N/A;N/A;f;1;1;['email', 'phone'];t;t;;Höngg;Kreis 10;47.4;8.49;Entire rental unit;Entire home/apt;6;1;1 bath;2;4;"[""Dishes and silverware"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Bathtub"", ""Essentials"", ""Refrigerator"", ""Other gas stove"", ""Sun loungers"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""Outdoor furniture"", ""Kitchen"", ""Fast wifi \u2013 492 Mbps"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Oven"", ""Waterfront"", ""Books and reading material"", ""Hammock"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Long term stays allowed"", ""Window guards"", ""Housekeeping - available at extra cost"", ""Clothing storage: wardrobe"", ""Board games"", ""Standalone high chair - always at the listing"", ""Hot water"", ""Room-darkening shades"", ""Private backyard \u2013 Fully fenced"", ""Host greets you"", ""Outdoor playground"", ""Extra pillows and blankets"", ""Heating"", ""First aid kit"", ""Freezer"", ""Private patio or balcony"", ""Cooking basics""]";$279.00;1;30;1;2;30;30;1;30;;t;22;49;78;327;30.12.2024;34;34;3;11.05.2024;11.12.2024;4.88;4.97;4.94;4.97;4.97;4.79;4.79;;f;1;1;0;0;4.36
1.12E+18;30.12.2024;Stylisches 2.5 Zimmer Studio;568854997;https://www.airbnb.com/users/show/568854997;Ersin;25.03.2024;;within a few hours;80%;81%;f;2;2;['email', 'phone'];f;t;;Enge;Kreis 2;47.36;8.53;Entire rental unit;Entire home/apt;4;1;1 bath;1;2;"[""Wifi"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Hot water kettle"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Outdoor dining area"", ""Kitchen"", ""Microwave"", ""Bed linens"", ""Oven"", ""Coffee maker"", ""Washer"", ""Hot water"", ""Room-darkening shades"", ""Heating"", ""First aid kit"", ""Freezer"", ""Private patio or balcony"", ""Pets allowed""]";$110.00;1;365;1;1;365;365;1;365;;t;19;49;79;255;30.12.2024;14;14;1;30.06.2024;05.12.2024;4.86;4.79;4.93;4.79;4.79;4.93;4.57;;f;2;2;0;0;2.28
1.12E+18;30.12.2024;Charming studio in the city centre (Art 4);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Hochschulen;Kreis 1;47.37;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Dryer"", ""Hair dryer"", ""Essentials"", ""Stove"", ""Iron"", ""Kitchen"", ""Bed linens"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Heating"", ""Cooking basics"", ""TV""]";$159.00;2;365;2;2;365;365;2;365;;t;12;15;15;15;30.12.2024;19;19;0;21.05.2024;26.11.2024;4.95;4.89;4.89;5;4.95;5;4.84;;t;115;115;0;0;2.54
1.12E+18;30.12.2024;Blueground | Wipkingen, storage & garden, nr train;434204093;https://www.airbnb.com/users/show/434204093;Blueground;01.12.2021;Zürich, Switzerland;within an hour;93%;97%;f;188;190;['email', 'phone'];t;t;Zürich, Switzerland;Wipkingen;Kreis 10;47.4;8.53;Entire rental unit;Entire home/apt;4;1;1 bath;2;2;"[""Wifi"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Iron"", ""High chair"", ""Private entrance"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Paid parking on premises"", ""Crib"", ""Washer \u2013\u00a0In unit"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Heating"", ""Pets allowed"", ""Cooking basics"", ""TV""]";$141.00;30;1125;30;334;1125;1125;36.9;1125;;t;0;0;0;151;30.12.2024;0;0;0;;;;;;;;;;;t;165;165;0;0;
1.12E+18;30.12.2024;Cozy studio in the city centre (Art 13);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Hochschulen;Kreis 1;47.37;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Hair dryer"", ""Essentials"", ""Stove"", ""Iron"", ""Kitchen"", ""Bed linens"", ""Dryer \u2013 In building"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Washer \u2013\u00a0In building"", ""Heating"", ""Cooking basics"", ""TV""]";$152.00;2;365;2;2;365;365;2;365;;t;16;30;34;34;30.12.2024;34;34;0;08.05.2024;25.10.2024;4.59;4.71;4.79;4.97;4.82;4.76;4.59;;t;115;115;0;0;4.3
1.12E+18;30.12.2024;Amazing studio in the city centre (Art 17);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Hochschulen;Kreis 1;47.37;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Stove"", ""Iron"", ""Kitchen"", ""Bed linens"", ""Dryer \u2013 In building"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Washer \u2013\u00a0In building"", ""Heating"", ""Cooking basics"", ""TV""]";$156.00;2;365;2;2;365;365;2;365;;t;6;20;21;21;30.12.2024;18;18;0;02.06.2024;18.08.2024;4.56;4.67;4.78;5;4.94;4.83;4.56;;t;115;115;0;0;2.55
