id;last_scraped;name;host_id;host_url;host_name;host_since;host_location;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_total_listings_count;host_verifications;host_has_profile_pic;host_identity_verified;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;latitude;longitude;property_type;room_type;accommodates;bathrooms;bathrooms_text;bedrooms;beds;amenities;price;minimum_nights;maximum_nights;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;license;instant_bookable;calculated_host_listings_count;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms;reviews_per_month
8.77E+17;30.12.2024;Spacious and bright flat 12' to Zürich center;538961;https://www.airbnb.com/users/show/538961;Alexandra;27.04.2011;Zürich, Switzerland;N/A;N/A;N/A;f;1;1;['email', 'phone'];t;t;;Unterstrass;Kreis 6;47.4;8.54;Entire rental unit;Entire home/apt;4;;1 bath;2;;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Paid dryer \u2013 In building"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Exercise equipment: yoga mat"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Electric stove"", ""55 inch HDTV with Apple TV, Netflix"", ""Clothing storage"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Shampoo"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""First aid kit"", ""Freezer"", ""Paid washer \u2013 In building"", ""Central heating"", ""Private patio or balcony"", ""Game console: PS4"", ""Cooking basics""]";;3;20;3;3;20;20;3;20;;t;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;f;1;1;0;0;
8.78E+17;30.12.2024;Blueground | Unterstrass, storage, near market;434204093;https://www.airbnb.com/users/show/434204093;Blueground;01.12.2021;Zürich, Switzerland;within an hour;93%;97%;f;188;190;['email', 'phone'];t;t;Zürich, Switzerland;Unterstrass;Kreis 6;47.39;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Iron"", ""High chair"", ""Private entrance"", ""Kitchen"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Oven"", ""Crib"", ""Washer \u2013\u00a0In unit"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Heating"", ""Cooking basics"", ""TV""]";$160.00;30;1125;31;334;1125;1125;37.8;1125;;t;0;0;0;151;30.12.2024;1;0;0;10.09.2023;10.09.2023;5;5;5;5;5;5;5;;t;165;165;0;0;0.06
8.78E+17;30.12.2024;Gemütliches Haus mit Garten und Parkplatz;15378757;https://www.airbnb.com/users/show/15378757;Valentino;11.05.2014;Zurich, Switzerland;within a few hours;100%;75%;t;1;1;['email', 'phone'];t;t;Zürich, Switzerland;Seebach;Kreis 11;47.42;8.55;Entire home;Entire home/apt;5;1.5;1.5 baths;3;4;"[""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Wine glasses"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Children\u2019s books and toys"", ""Essentials"", ""Outlet covers"", ""Iron"", ""High chair"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Outdoor furniture"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Bosch refrigerator"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Children\u2019s dinnerware"", ""Electric stove"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Conditioner"", ""Fire extinguisher"", ""Crib"", ""Dedicated workspace"", ""Baby bath"", ""Shower gel"", ""Exercise equipment"", ""Private backyard \u2013 Not fully fenced"", ""Shampoo"", ""Long term stays allowed"", ""Window guards"", ""Barbecue utensils"", ""Clothing storage: wardrobe"", ""Paid parking lot on premises \u2013 1 space"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Garden view"", ""Room-darkening shades"", ""65 inch HDTV"", ""Host greets you"", ""Single oven"", ""Toaster"", ""Extra pillows and blankets"", ""First aid kit"", ""Freezer"", ""Central heating"", ""Portable fans"", ""Coffee"", ""Smoke alarm"", ""Cleaning available during stay"", ""Cooking basics"", ""Fast wifi \u2013 442 Mbps""]";$227.00;14;1125;14;14;1125;1125;14;1125;;t;0;0;0;213;30.12.2024;22;10;0;25.05.2023;16.07.2024;5;4.91;4.95;5;5;5;4.95;;f;1;1;0;0;1.13
8.78E+17;30.12.2024;Stunning Rooftop View - Central Zurich - Top floor;4332149;https://www.airbnb.com/users/show/4332149;Mario;05.12.2012;Zürich, Switzerland;within an hour;100%;84%;;10;10;['email', 'phone'];t;t;Zürich, Switzerland;Hochschulen;Kreis 1;47.38;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Dishes and silverware"", ""Mini fridge"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Essentials"", ""V-ZUG stainless steel electric stove"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso, pour-over coffee"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Body soap"", ""Paid street parking off premises"", ""Radiant heating"", ""Electrolux refrigerator"", ""Conditioner"", ""Elevator"", ""Books and reading material"", ""Clothing storage"", ""Fast wifi \u2013 87 Mbps"", ""Dedicated workspace"", ""Shower gel"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Lake access"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Freezer"", ""Central heating"", ""Portable fans"", ""Coffee"", ""Cleaning available during stay"", ""Cooking basics"", ""City skyline view""]";$122.00;7;365;3;7;365;365;6.9;365;;t;27;57;61;61;30.12.2024;94;50;0;12.05.2023;29.11.2024;4.93;4.95;4.85;4.97;4.98;4.96;4.86;;f;1;1;0;0;4.71
8.78E+17;30.12.2024;George's funky house;15214180;https://www.airbnb.com/users/show/15214180;George;07.05.2014;Zürich, Switzerland;within a few hours;100%;23%;f;3;4;['email', 'phone'];t;t;;Hard;Kreis 4;47.38;8.52;Entire rental unit;Entire home/apt;2;;1 bath;1;;"[""Wifi"", ""Fire extinguisher"", ""Dishes and silverware"", ""Hot water"", ""Outdoor dining area"", ""Paid parking on premises"", ""Coffee maker"", ""Washer"", ""Dedicated workspace"", ""First aid kit"", ""Heating"", ""Kitchen"", ""Patio or balcony"", ""Refrigerator""]";;3;365;4;4;365;365;4;365;;t;0;0;0;0;30.12.2024;2;2;0;03.01.2024;29.04.2024;5;5;5;5;5;5;5;;f;3;2;1;0;0.17
8.78E+17;30.12.2024;Zimmer in Zürich, Ruhe und Natur;223195633;https://www.airbnb.com/users/show/223195633;Alejandro;29.10.2018;Zürich, Switzerland;N/A;N/A;N/A;f;1;1;['email', 'phone'];t;t;;Witikon;Kreis 7;47.36;8.6;Private room in rental unit;Private room;1;1;1 shared bath;1;1;"[""Smoking allowed"", ""Dining table"", ""Washer"", ""Kitchen"", ""Freezer"", ""Bathtub"", ""Central heating"", ""Hangers"", ""Electric stove"", ""Free dryer \u2013 In unit"", ""Refrigerator"", ""Dishwasher"", ""Iron"", ""Clothing storage: wardrobe"", ""Lock on bedroom door""]";$52.00;90;90;80;90;90;90;88.1;90;;t;30;60;61;304;30.12.2024;0;0;0;;;;;;;;;;;f;1;0;1;0;
8.79E+17;30.12.2024;Studio flat close to the lake;4462872;https://www.airbnb.com/users/show/4462872;Eder;21.12.2012;Zürich, Switzerland;within an hour;100%;97%;t;7;8;['email', 'phone', 'work_email'];t;t;;Wollishofen;Kreis 2;47.34;8.53;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Paid dryer \u2013 In building"", ""Electrolux stainless steel electric stove"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor furniture"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Rice maker"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Window AC unit"", ""Body soap"", ""Oven"", ""Conditioner"", ""Paid parking on premises"", ""Clothing storage"", ""Shower gel"", ""Blender"", ""Lockbox"", ""Shampoo"", ""Self check-in"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Heating"", ""Freezer"", ""Private patio or balcony"", ""Coffee"", ""Portable air conditioning"", ""Cooking basics""]";$217.00;1;30;1;14;30;30;2.2;30;;t;4;24;36;36;30.12.2024;0;0;0;;;;;;;;;;;f;4;2;2;0;
8.82E+17;30.12.2024;City Centre Apartment with Green Views;1229459;https://www.airbnb.com/users/show/1229459;Swissstay;30.09.2011;Zürich, Switzerland;within an hour;100%;100%;f;85;157;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Weinegg;Kreis 8;47.36;8.56;Entire rental unit;Entire home/apt;3;1.5;1.5 baths;2;2;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Dedicated workspace"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Heating"", ""Private patio or balcony"", ""Cooking basics""]";$169.00;2;90;1;4;1125;1125;3.6;1125;;t;1;30;60;274;30.12.2024;32;16;0;25.05.2023;13.10.2024;4.53;4.66;4.69;4.59;4.59;4.78;4.34;;f;81;81;0;0;1.64
8.82E+17;30.12.2024;Lovely, clean, bright Studio;23656409;https://www.airbnb.com/users/show/23656409;Henriette;12.11.2014;Saint Gallen, Switzerland;N/A;N/A;N/A;f;1;1;['phone'];t;t;;Altstetten;Kreis 9;47.38;8.48;Entire rental unit;Entire home/apt;2;;1 bath;1;;"[""Wifi"", ""Outdoor dining area"", ""Free parking on premises"", ""Washer"", ""Kitchen"", ""Pets allowed"", ""BBQ grill""]";;6;22;20;20;22;22;20;22;;;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;f;1;1;0;0;
8.83E+17;30.12.2024;Top Floor / Floor-to-Ceiling Apartment in Seefeld;234848;https://www.airbnb.com/users/show/234848;Philipp;14.09.2010;Switzerland;a few days or more;0%;0%;f;1;3;['email', 'phone'];t;f;;Seefeld;Kreis 8;47.36;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Clothing storage: closet and wardrobe"", ""Bathtub"", ""Private backyard"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Air conditioning"", ""Outdoor furniture"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Paid street parking off premises"", ""Oven"", ""Paid parking on premises"", ""Elevator"", ""Washer"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Lake access"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Freezer"", ""Private patio or balcony"", ""Central heating""]";$172.00;14;1125;14;14;1125;1125;14;1125;;t;30;60;90;343;30.12.2024;1;0;0;11.07.2023;11.07.2023;5;5;5;5;5;5;5;;f;1;1;0;0;0.06
8.84E+17;30.12.2024;Fantastic, very central studio (Sun 1);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Unterstrass;Kreis 6;47.38;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Induction stove"", ""Elevator"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Toaster"", ""Clothing storage: closet"", ""Freezer"", ""Private patio or balcony"", ""Central heating"", ""Portable fans"", ""Cooking basics"", ""Exterior security cameras on property"", ""TV""]";$142.00;2;365;2;2;365;365;2;365;;t;18;48;52;52;30.12.2024;39;27;0;10.06.2023;05.09.2024;4.87;4.77;4.97;4.97;4.97;4.87;4.67;;t;115;115;0;0;2.05
8.84E+17;30.12.2024;Terrific studio in the city center, sunny  (Sun 2);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Unterstrass;Kreis 6;47.38;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Toaster"", ""Heating"", ""Freezer"", ""Portable fans"", ""Cooking basics"", ""TV""]";$136.00;2;365;2;2;365;365;2;365;;t;13;41;45;45;30.12.2024;43;24;3;11.06.2023;25.12.2024;4.95;4.93;5;4.98;4.88;4.72;4.72;;t;115;115;0;0;2.27
8.84E+17;30.12.2024;Nice and very central 1BR flat (Sun 3);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Unterstrass;Kreis 6;47.38;8.54;Entire rental unit;Entire home/apt;4;;1 bath;1;;"[""Wifi"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Induction stove"", ""Elevator"", ""Clothing storage"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Toaster"", ""Heating"", ""Freezer"", ""Portable fans"", ""Cooking basics"", ""Exterior security cameras on property"", ""TV""]";;2;365;2;2;365;365;2;365;;t;19;22;22;22;30.12.2024;86;36;2;11.06.2023;23.12.2024;4.88;4.88;4.97;4.97;4.95;4.88;4.78;;t;115;115;0;0;4.53
8.84E+17;30.12.2024;Amazing, central, sunny 1BR flat (Sun 12);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Unterstrass;Kreis 6;47.38;8.54;Entire rental unit;Entire home/apt;4;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Toaster"", ""Heating"", ""Freezer"", ""Portable fans"", ""Cooking basics"", ""Exterior security cameras on property"", ""TV""]";$193.00;2;365;2;2;365;365;2;365;;t;20;23;23;23;30.12.2024;33;20;2;13.06.2023;26.12.2024;4.94;4.94;4.85;4.94;4.94;4.88;4.67;;f;115;115;0;0;1.75
8.84E+17;30.12.2024;Liebenswertes Apartment in zentraler Lage;182025252;https://www.airbnb.com/users/show/182025252;Finn;02.04.2018;Zürich, Switzerland;N/A;N/A;100%;t;1;1;['email', 'phone'];t;t;Zürich, Switzerland;Sihlfeld;Kreis 3;47.37;8.52;Entire rental unit;Entire home/apt;2;;1 bath;1;;"[""Dishes and silverware"", ""Mini fridge"", ""Free dryer \u2013 In building"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Essentials"", ""Iron"", ""Fast wifi \u2013 215 Mbps"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Paid street parking off premises"", ""ZUG refrigerator"", ""Sonstiges electric stove"", ""Elevator"", ""Clothing storage"", ""Self check-in"", ""Window guards"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Smart lock"", ""Freezer"", ""Pets allowed"", ""Central heating"", ""Portable fans"", ""Coffee"", ""Cooking basics""]";;3;1125;3;3;1125;1125;3;1125;;t;0;0;0;0;30.12.2024;24;7;0;11.06.2023;08.07.2024;5;4.96;5;4.92;5;4.83;4.79;;f;1;1;0;0;1.27
8.85E+17;30.12.2024;Apartment in the Heart of Zurich;508643022;https://www.airbnb.com/users/show/508643022;Sotirios;05.04.2023;Zürich, Switzerland;within an hour;100%;100%;t;1;3;['phone'];t;t;;Oberstrass;Kreis 6;47.38;8.55;Entire rental unit;Entire home/apt;4;1;1 bath;1;2;"[""Wifi"", ""Dishes and silverware"", ""Hair dryer"", ""Refrigerator"", ""Stove"", ""Iron"", ""Outdoor dining area"", ""Kitchen"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Coffee maker"", ""Washer"", ""Lockbox"", ""Self check-in"", ""Dining table"", ""Freezer"", ""Pets allowed"", ""Central heating"", ""Cooking basics"", ""TV""]";$170.00;3;1125;3;3;1125;1125;3;1125;;t;21;24;24;49;30.12.2024;19;8;2;25.05.2023;11.12.2024;4.68;4.63;4.84;4.95;4.63;4.89;4.63;;f;1;1;0;0;0.97
8.85E+17;30.12.2024;Gästezimmer ruhig schön 15qm mit Gartensicht;244894367;https://www.airbnb.com/users/show/244894367;Lena;23.02.2019;;N/A;N/A;100%;f;4;4;['phone'];t;t;Zürich, Switzerland;Witikon;Kreis 7;47.36;8.59;Private room in home;Private room;4;1;1 shared bath;1;0;"[""Babysitter recommendations"", ""Paid parking off premises"", ""Essentials"", ""Paid dryer \u2013 In building"", ""Drying rack for clothing"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Body soap"", ""Outdoor shower"", ""Conditioner"", ""Dedicated workspace"", ""Paid parking garage on premises \u2013 2 spaces"", ""Shower gel"", ""Housekeeping available every day - available at extra cost"", ""Shampoo"", ""Long term stays allowed"", ""Window guards"", ""Hot water"", ""Garden view"", ""Room-darkening shades"", ""Host greets you"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Private patio or balcony"", ""Paid washer \u2013 In building"", ""Central heating"", ""Lock on bedroom door""]";$88.00;1;1125;1;1;1125;1125;1;1125;;t;30;60;90;365;30.12.2024;0;0;0;;;;;;;;;;;t;3;0;3;0;
8.85E+17;30.12.2024;Beautiful apartment in Zurich;255809846;https://www.airbnb.com/users/show/255809846;Ekaterina;14.04.2019;Zürich, Switzerland;N/A;N/A;N/A;f;1;1;['email', 'phone'];t;t;;Mühlebach;Kreis 8;47.37;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Free parking on premises"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""Hair dryer"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Cooking basics"", ""TV""]";$250.00;4;10;4;4;10;10;4;10;;t;7;34;64;339;30.12.2024;0;0;0;;;;;;;;;;;f;1;1;0;0;
8.86E+17;30.12.2024;Designer studio close to lake;95016230;https://www.airbnb.com/users/show/95016230;Mathias;13.09.2016;Zürich, Switzerland;within a day;100%;50%;f;1;1;['email', 'phone'];t;t;;Weinegg;Kreis 8;47.36;8.56;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Long term stays allowed"", ""Hot water"", ""Dining table"", ""Heating"", ""Pets allowed"", ""Coffee"", ""Cooking basics"", ""Free street parking"", ""TV""]";$154.00;4;60;4;4;60;60;4;60;;t;28;58;88;363;30.12.2024;4;0;0;15.08.2023;26.12.2023;4.25;4.5;4.75;4.75;4.75;4.75;4.5;;f;1;1;0;0;0.24
8.87E+17;30.12.2024;Cozy, central flat in Zurich (6);461233337;https://www.airbnb.com/users/show/461233337;Maxime;27.05.2022;;N/A;N/A;N/A;f;1;1;['email', 'phone'];f;t;;Unterstrass;Kreis 6;47.39;8.54;Entire rental unit;Entire home/apt;2;;1 bath;1;;"[""Wifi"", ""Hot water"", ""Elevator"", ""Dedicated workspace"", ""Kitchen"", ""Bathtub"", ""Bidet"", ""TV""]";;7;8;7;7;8;8;7;8;;;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;f;1;1;0;0;
8.87E+17;30.12.2024;Tolle Wohnung in Altstetten;402242435;https://www.airbnb.com/users/show/402242435;Daniel;18.05.2021;Freiburg im Breisgau, Germany;N/A;N/A;N/A;f;1;1;['email', 'phone'];t;t;;Hard;Kreis 4;47.39;8.5;Entire rental unit;Entire home/apt;4;1;1 bath;1;2;"[""Free parking on premises"", ""Washer"", ""Smart lock"", ""Kitchen"", ""Self check-in"", ""BBQ grill""]";$500.00;1;30;1;1;30;30;1;30;;;27;57;87;87;30.12.2024;0;0;0;;;;;;;;;;;f;1;1;0;0;
8.87E+17;30.12.2024;wohnen in architekturikone;6261485;https://www.airbnb.com/users/show/6261485;Anna;06.05.2013;Zürich, Switzerland;a few days or more;0%;0%;f;1;1;['email', 'phone'];t;t;;Albisrieden;Kreis 9;47.37;8.49;Entire rental unit;Entire home/apt;3;1;1 bath;1;2;"[""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Outdoor furniture"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Electric stove"", ""Bed linens"", ""Body soap"", ""Paid street parking off premises"", ""Oven"", ""Elevator"", ""Books and reading material"", ""Clothing storage"", ""Dedicated workspace"", ""Blender"", ""Mountain view"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Freezer"", ""Private patio or balcony"", ""Central heating"", ""Cooking basics"", ""Bluetooth sound system""]";$109.00;2;365;2;2;365;365;2;365;;;27;57;87;359;30.12.2024;0;0;0;;;;;;;;;;;f;1;1;0;0;
8.87E+17;30.12.2024;Haubarg Bequemes Zimmer in ausgezeichneter Lage;140148745;https://www.airbnb.com/users/show/140148745;Luiz;12.07.2017;Zürich, Switzerland;within an hour;100%;98%;t;1;1;['email', 'phone'];t;t;;Seebach;Kreis 11;47.41;8.55;Private room in condo;Private room;2;1;1 private bath;1;1;"[""Wifi"", ""Single level home"", ""Hot water kettle"", ""Paid parking off premises"", ""Hair dryer"", ""Essentials"", ""Backyard"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: dresser"", ""Outdoor dining area"", ""Outdoor furniture"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Body soap"", ""Luggage dropoff allowed"", ""BBQ grill"", ""Elevator"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Shared patio or balcony"", ""Paid parking lot on premises \u2013 1 space"", ""Hot water"", ""Garden view"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""First aid kit"", ""Central heating"", ""Portable fans"", ""Free street parking"", ""Lock on bedroom door""]";$83.00;1;5;1;1;5;5;1;5;;t;9;38;67;67;30.12.2024;78;42;1;22.05.2023;23.12.2024;4.87;4.85;4.94;4.9;4.91;4.78;4.74;;f;1;0;1;0;3.97
8.88E+17;30.12.2024;"Two-room apartments ""Cozy Home Apartment""";514094775;https://www.airbnb.com/users/show/514094775;Tetiana;10.05.2023;Zürich, Switzerland;N/A;N/A;N/A;;2;2;['email', 'phone'];t;t;Zürich, Switzerland;Werd;Kreis 4;47.37;8.53;Entire rental unit;Entire home/apt;7;1;1 bath;1;4;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Hot water kettle"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Smoking allowed"", ""Kitchen"", ""Hangers"", ""Electric stove"", ""Bed linens"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Host greets you"", ""Laundromat nearby"", ""Toaster"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Smoke alarm"", ""Cooking basics""]";$86.00;1;365;1;1;365;365;1;365;;t;2;2;2;42;30.12.2024;97;65;1;24.05.2023;07.12.2024;4.54;4.6;4.57;4.88;4.91;4.7;4.35;;f;1;1;0;0;4.96
